"","unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50"
"3664",3686,"T0000251","short",0.0107,190.5075,63900,63900,63900,64400,64400,64400,64400,64400,64400,64400,64900,64900,64900,64900,64900,64900,64900,64900,64900,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,65400,NA,NA,NA,65400,65400,65400,65400,NA,NA,NA,NA,NA,NA,NA,NA
"3665",3687,"T0000251","flat",0.0343,191.5202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,45800,45800,45800,45400,45800,45400,46300,45400,45400,45400,46300,45800,45400,45800,45400,45800,45400,45400,NA,NA,NA,NA,44900,NA,44900,NA
"3666",3688,"T0000251","flat",0.0158,200.5125,NA,NA,49300,49300,NA,NA,NA,NA,NA,NA,NA,NA,49300,NA,NA,NA,NA,NA,NA,NA,NA,49300,49300,49300,49300,49300,48800,48800,48800,48300,48300,48300,48300,48300,48300,47800,47800,NA,47800,47800,NA,NA,NA,47300,47300,46800,NA,NA,NA,NA
"3667",3689,"T0000251","flat",0.0199,203.4524,NA,NA,NA,NA,NA,NA,66800,67300,67300,67300,67300,68300,67300,67800,67800,67800,68300,68300,68300,68300,68300,68800,NA,68800,NA,NA,NA,69300,69300,69300,69300,70300,69300,70300,70300,70300,70300,70300,70300,70300,70300,69800,NA,69300,68800,68800,NA,NA,NA,NA
"3668",3690,"T0000251","flat",0.0163,203.5942,NA,NA,NA,NA,NA,NA,NA,NA,67300,67300,NA,67800,67800,67300,67300,67300,67800,67800,67800,67800,67800,67800,67800,67800,67800,67800,67800,67800,67800,67800,67800,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,68300,67800,67800,67800,67800,67800,67800,67300,NA
"3669",3691,"T0000251","short",0.004,204.2403,72200,72200,72200,72200,72200,72200,72200,73200,73200,73200,73200,73200,73200,72200,72200,72200,72200,72200,72200,72700,72700,72700,72700,72700,72700,72700,72700,72700,72700,72700,72700,72200,72200,72200,72200,72200,72200,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700
"3670",3692,"T0000251","short",0.0035,204.8681,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,51200,51200,51200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3671",3693,"T0000251","short",0.0066,207.662,69300,69300,69300,69300,70300,70300,70300,70300,69800,69800,69800,69800,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,71200,71200,71200,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,NA
"3672",3694,"T0000251","flat",0.0261,222.8843,61500,NA,62000,62000,62000,62000,62000,62000,62000,61500,62500,62000,62000,62000,62000,62000,62000,62000,62000,62500,62000,NA,NA,NA,NA,NA,NA,NA,NA,62500,62900,62500,62900,62900,63400,63400,63400,63900,63900,63900,63900,63900,64400,64400,64400,64900,64900,64900,64900,64900
"3673",3695,"T0000251","flat",0.0465,223.044,NA,61000,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,61000,61500,NA,NA,62500,62500,62500,NA,NA,62900,63900,NA,NA,NA,63400,63900,63900,64400,63900,NA,63400,63400,63900,63900,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3674",3696,"T0000251","short",0.0061,224.4398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70300,70300,70300,70300,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70300,70300,70300,70300,69800,69800,69800,69800,NA,NA,NA,NA,69800,69800,69800,69800,69800
"3675",3697,"T0000251","flat",0.0773,224.5667,NA,43400,43400,43400,43900,43900,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45400,45400,45400,45800,45800,45800,45400,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,NA
"3676",3698,"T0000251","flat",0.0235,224.7802,43900,43900,43900,NA,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,45400,45400,45400,45400,NA,45400,45400,45800,45800,45800,45800,45800,45800,46300,46300,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46800,46800,45800,45800,NA
"3677",3699,"T0000251","short",0.004,224.96,NA,NA,NA,NA,NA,NA,NA,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,NA,NA,NA,NA,NA,NA,43900,43900,43900,43900,43900,43900,NA,NA,NA,NA,NA,NA,NA
"3678",3700,"T0000251","short",0.0107,225.1504,NA,NA,NA,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,64900,65400,65400,65400,65400,65400,65400,65400,64900,64900,65400,65400,64900,64900,64900,65900,65900,64900,64900,64900,64900,64900,65900,65900,64900,64900,64900,64900,64900,64900,64900,64400,64400,NA
"3679",3701,"T0000251","short-ur",0.004,225.3306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3680",3702,"T0000251","short",0.0081,235.4196,NA,NA,NA,NA,NA,NA,NA,71200,71200,71200,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,72200,72200,72200,72200,72200,72200,72200,72200,72200,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,NA,NA,NA,NA,NA,NA,NA
"3681",3703,"T0000251","step up",0.0179,235.737,NA,NA,NA,NA,NA,NA,44900,44900,44900,45400,44900,44900,NA,NA,45400,45400,NA,NA,NA,NA,NA,NA,NA,45400,44900,44900,NA,NA,NA,NA,73200,73700,73700,73200,73200,73200,73200,73200,72700,72700,72700,72700,72700,72700,73200,72700,72700,72200,72700,72700
"3682",3704,"T0000251","short",0.0066,236.1036,NA,NA,NA,NA,69800,69800,69800,69800,69800,69800,69800,69800,69800,69800,69800,69800,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70300,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,70800,71200,71200,71200,71200,NA,NA,NA,NA
"3683",3705,"T0000251","short",0.0046,236.7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684",3706,"T0000251","flat",0.0327,238.7486,NA,NA,NA,44400,44900,44900,44900,44900,44900,44900,45400,45400,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45400,45400,45400,45800,45400,45800,45400,45400,45800,45400,45400,45400,45400,45400,45400,45800,NA,NA,NA
"3685",3707,"T0000251","short",0.0051,242.648,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,73200,NA
"3686",3708,"T0000251","flat",0.0122,243.1441,NA,NA,NA,NA,NA,NA,NA,67800,67800,67800,67800,68300,68300,68300,68300,68800,68800,69300,69300,68800,68800,69300,69300,69300,69300,69800,69800,69800,69800,70300,70300,70300,70300,70300,70300,70300,70300,71200,71200,70800,70800,70800,70800,70800,70800,71200,71200,71200,71200,70800
"3687",3709,"T0000251","flat",0.0122,244.0668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,65400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,66800,NA,NA,66800,66800,NA,NA,NA,NA,68300,68300,67800,67800,68800,68800,68300,68300,NA,NA,NA,NA,NA
"3688",3710,"T0000251","short",0.0081,250.0905,NA,NA,NA,NA,NA,NA,NA,61000,61000,61000,61000,61000,61000,61500,61500,61500,60500,60500,60500,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,60500,60500,61500,61500,61500,60500,60500,60500,NA,NA,NA,NA,NA,NA,NA,NA,NA,61500,61500,61500,NA
"3689",3711,"T0000251","short-ur",0.004,255.5811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81500,81500,81500,81500,81500,81500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3690",3712,"T0000251","short-ur",0.0046,255.7854,NA,NA,NA,NA,NA,NA,89300,89300,89300,89300,89300,89800,89800,89800,89800,89800,89800,67300,67300,67300,67300,67300,NA,NA,NA,NA,NA,NA,67300,67300,67300,67300,67300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3691",3713,"T0000251","short",0.0015,256.4433,95700,95700,95700,95700,95700,95700,95700,95700,95700,95700,95700,95700,95700,95700,95700,95700,95700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3692",3714,"T0000251","short",0.0015,256.7597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3693",3715,"T0000251","short-ur",0.0035,265.2543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3694",3716,"T0000251","short-dr",0.0025,265.7576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88800,88800,88800,88800,88800,88800,88800,88800,88800,88800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3695",3717,"T0000251","flat",0.0773,267.3873,NA,NA,NA,NA,46300,46800,46800,47300,47800,47800,47800,48300,48300,48800,48300,48800,48800,48800,49300,49300,49300,49300,49300,49800,48800,49300,49300,49300,49300,48300,48800,48800,48300,48300,48300,48300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47300,47300,47300,46800,45800
"3696",3718,"T0000251","short-ur",0.004,309.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3697",3719,"T0000251","short",0.0066,309.4661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67300,67800,67800,67800,67800
"3698",3720,"T0000251","short-ur",0.003,309.5644,81500,81500,81500,81500,81500,81500,81500,81500,81500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83900,83900,83900,83900,83900,83900,83900,83900,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3699",3721,"T0000251","flat",0.0819,311.1372,NA,43900,44900,45400,45800,46300,46300,46300,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,46300,46300,46800,46300,46800,47300,47300,46800
"3700",3722,"T0000251","flat",0.0788,311.3374,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44900,44400,44900,44400,44900,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400
"3701",3723,"T0000251","flat",0.1075,311.5289,43400,44400,44900,44900,45400,45400,44900,44900,44900,44400,44400,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,44400,44400,44400,44400,44400,43900,43900
"3702",3724,"T0000251","flat",0.0665,311.7532,42400,42400,42900,43400,43400,NA,43900,43400,44400,NA,NA,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900
"3703",3725,"T0000251","flat",0.0624,311.9436,43900,44400,44900,44900,45400,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,43900,44400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,42900
"3704",3726,"T0000251","flat",0.0358,319.0881,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38000,38000,38500,38500,39000,39000,38000,38500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3705",3727,"T0000251","flat-z",0.0624,319.2734,42400,42900,42900,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42400,42400,41900,41500,41000,39500,39500,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39500,39500,40000
"3706",3728,"T0000251","flat-mz",0.088,319.4583,41500,41900,42400,42400,42400,42400,41900,41900,41900,41500,41000,39500,39500,39000,39000,39000,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,39000,39000,39000,41900,41900,42400,42400,42400,NA
"3707",3729,"T0000251","flat",0.0435,319.6743,40000,41000,41500,41900,41900,42400,42400,42400,42400,42400,42900,42900,42900,42900,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,43900,43900,43400,43400,43400,43400,43400,43400,42900,42900,41900,41900,41000
"3708",3730,"T0000251","flat",0.0921,321.6742,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38000,38000,37500,37100,37500,37500,37100,37100,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37500,37500,37500,37500,38000,38500,38500,38500,38500,38500
"3709",3731,"T0000251","flat",0.1003,321.8841,38500,39000,39000,39000,39000,39000,38500,38500,38500,38000,38000,38000,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,37100,36600,36600,36600,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,38000,38000,38000,38000,38500,38500,38500,38500
"3710",3732,"T0000251","flat",0.0901,322.0986,38500,38500,38500,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38000,38000,38000,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38500,38000,38500,38500,38500,38500,39000,39000,39500,41500,41000
"3711",3733,"T0000251","flat",0.0389,322.3249,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,38500,39000,39000,39000,39000
"3712",3734,"T0000251","flat",0.0445,323.5558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,43900,43400,NA,NA,NA,NA,NA,NA,41900
"3713",3735,"T0000251","short",0.0087,326.8398,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,NA,NA,NA,41500,41500,41500,NA,NA,NA
"3714",3736,"T0000251","flat",0.0834,327.1618,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38000,38000,37500,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,36600,36600,37100,36600,36600,36600,36600,36600,37100,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,NA
"3715",3737,"T0000251","flat",0.0148,327.3855,40500,40500,39500,39500,39500,39500,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,NA,40000,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3716",3738,"T0000251","flat",0.1029,329.0285,NA,42900,42900,42900,42900,43400,42900,42900,42900,42900,42400,42400,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41900,41900,42400,42900,42900,43400,43400,44400,44900,44900,44900,NA
"3717",3739,"T0000251","flat",0.0122,329.2764,41900,41900,41900,NA,NA,41500,41500,41900,41900,41900,41900,41900,41900,42400,42400,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,42400,42400,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,NA
"3718",3740,"T0000251","flat",0.0926,329.4264,41000,41900,41900,41900,41900,41900,41900,41900,41500,41500,41000,40500,40000,39000,39000,38500,38500,38500,38000,38000,38000,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38500,38500,38500,39000,39000,39500,40500,40000,39000
"3719",3741,"T0000251","flat",0.067,329.9886,41500,41500,41900,41900,41900,41900,41900,41900,41900,41500,41900,41500,41500,41500,41000,41000,40500,40000,39500,39500,39500,39500,39500,NA,39500,39500,39000,39000,39000,39500,39500,38500,38500,39000,39000,39500,39000,39000,38500,NA,38500,NA,39500,39000,38500,39500,38500,38500,38500,NA
"3720",3742,"T0000251","flat",0.0773,330.1729,NA,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40500,40500,40500,40500,41000,40500,NA,40500,40500,40500,40500,40500,40500,40000,39500,NA,NA,NA
"3721",3743,"T0000251","flat",0.0757,332.227,39500,40000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40500,40000,40000,40000,40000,39500,39500,39500,39500,39500,39000,39000,39000,39500,39000,39500,39500,39500,39500,39500,39500,40000,41000,41000,41000,41000,41500,41500,41500,41900,41900,41900,42400,42900,42900,43400,43400,43900,42400
"3722",3744,"T0000251","flat",0.0384,334.1455,45800,45800,46300,46300,46800,46800,47300,47300,47300,47300,47300,47800,47800,47800,47800,47300,47800,47300,47800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800
"3723",3745,"T0000251","flat",0.0614,334.3032,42400,43400,44400,44900,45400,45400,45400,45400,45800,45400,45800,45400,45400,45400,45400,44900,44900,44900,44900,44400,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,42900,42900,41900,41900,40500
"3724",3746,"T0000251","flat-z",0.0762,334.4757,38500,39000,39500,40000,40000,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41500,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,43400,43400,44400,43900,44400,44400,44400,44900,44900,45400,45800,45800,43900
"3725",3747,"T0000251","flat-z",0.065,334.6565,38000,38000,38500,39000,39500,39500,40000,42400,42400,42900,42900,42900,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,43900,44900,44900,45400,46300,45800,46800,46800,46800,44900,44900,45400,45800,NA
"3726",3748,"T0000251","short",0.0112,334.8536,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500
"3727",3749,"T0000251","flat",0.0936,339.0151,40500,40500,41000,41000,41000,41000,41000,41000,41000,40500,40500,40000,40000,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,39000,39000,39000,39000,39500,39500,39500,40000,41000,41000,41500,41900,41900,NA
"3728",3750,"T0000251","flat under flat",0.1617,339.2424,40000,41500,41900,41900,41900,41500,40500,39000,38500,38500,38000,38000,37500,37500,37500,NA,37500,37500,37500,38000,38000,38000,38500,38500,38000,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39000,39000,NA,NA,NA,NA,NA
"3729",3751,"T0000251","short",0.0102,342.5382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41900,41900,41900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730",3752,"T0000251","flat",0.0143,343.4229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3731",3753,"T0000251","flat",0.0148,343.7608,NA,NA,NA,NA,45800,45800,45800,46300,46300,46300,46300,46300,46800,46800,46300,46300,NA,NA,NA,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,47300,47300,46800,46800,46800,46800,46800,46800,47300,47300,46800,46800,46800,46300,46300,46800,46800,45800,NA
"3732",3754,"T0000251","flat",0.1075,344.2334,43900,44400,44900,45400,45800,45800,45800,45800,45400,45400,45400,44900,44900,44400,44400,43900,43900,43400,43400,43400,43400,42900,42900,42900,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,43400,43400,43400,43900,43900,44400,44400,44900,44900,45400,45800,46300,46300,45800
"3733",3755,"T0000251","flat",0.086,344.4582,43900,44400,44900,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,42900
"3734",3756,"T0000251","flat",0.0163,344.6599,63900,63900,63900,63900,63900,64400,64400,64400,64400,64400,64400,64400,64400,64400,64900,64900,64900,64900,64900,64900,64900,64900,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,63900,63900,63900,63400,63400,63400,63400,63400,63400,62900,62900,62900,62500,62500,62500,62500
"3735",3757,"T0000251","flat-mz",0.1397,344.8427,40000,41000,42900,43400,43900,43900,43900,43400,43400,42900,42400,42400,41900,41900,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41000,41000,40000,39000,38500,38500,38000,38000,37500,37500,37500,38000,38000,38000,38000,38000,38500,39000,39500,42900,42900,40000
"3736",3758,"T0000251","flat",0.0614,345.2789,NA,41900,42400,42400,42400,42400,42400,41900,41900,NA,NA,NA,NA,NA,NA,NA,41000,40500,40000,39500,39500,39500,39000,39000,39000,NA,NA,NA,NA,38000,38000,NA,NA,NA,NA,NA,NA,NA,38000,38500,39000,39000,39000,39000,39000,39500,39500,39500,39000,39000
"3737",3759,"T0000251","flat",0.0384,360.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,41000,41000,NA,NA,NA,NA,40500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3738",3760,"T0000251","flat",0.0768,360.3246,NA,41900,42400,42400,42900,42400,42900,42900,42400,42400,42400,42400,41900,41900,41900,41900,41900,41500,41500,41500,41500,41500,41000,NA,NA,41000,NA,NA,40500,NA,41000,NA,NA,NA,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,42400,42400,42400,42900,42400,41900
"3739",3761,"T0000251","short",0.0087,377.8928,68800,68800,68800,69300,69300,69300,69800,69800,69800,69300,69300,69300,69300,69300,69300,NA,NA,NA,69800,69800,69800,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,69800,69800,69800,68800,68800,NA
"3740",3762,"T0000251","flat",0.0353,386.8666,NA,NA,NA,NA,40000,40500,40500,40500,40500,NA,40500,40000,40500,40000,40000,40000,40000,39500,40000,39500,40500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3741",3763,"T0000251","short",0.0097,391.7813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,43900,44400,44400,44400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,45400,45400
