"unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
1606,"T0000085","flat",0.0435,464.3148,NA,NA,NA,NA,NA,51700,52200,52200,52200,52200,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,54100,54100,54600,54600,54600,54600,55100,55100,55100,55600,NA,NA,NA,NA,NA,"SD"
1607,"T0000085","short",0.0061,464.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,NA,"SD"
1608,"T0000085","flat",0.0593,464.6533,NA,NA,NA,51700,NA,NA,52200,51700,51700,NA,NA,51700,51200,51200,51200,51700,51700,51200,51200,51700,51700,51200,51200,51200,51200,50700,50700,50700,NA,50200,50200,50700,50200,NA,50200,50700,50700,51200,52200,52200,52700,52700,53200,53200,53200,52700,NA,50200,NA,NA,"SD"
1609,"T0000085","flat",0.025,464.7505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55600,55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100,55100,NA,55100,NA,54600,54600,NA,53700,53700,NA,NA,NA,"SD"
1611,"T0000085","short",0.0076,465.1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100,55100,55100,55100,55100,55100,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,NA,NA,NA,55600,55600,55600,55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1612,"T0000085","flat under flat",0.0445,465.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18500,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,47800,47800,47800,NA,NA,NA,NA,NA,NA,NA,"SD"
1613,"T0000085","flat over flat",0.0732,465.3854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,49800,49800,50200,50200,50700,50700,50700,51200,51700,52200,52200,52700,52700,52700,52200,52700,52700,NA,"SD"
1615,"T0000085","flat over flat",0.107,465.7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50200,45400,45400,45800,NA,NA,48300,NA,NA,NA,NA,NA,48300,48800,48300,NA,NA,"SD"
1616,"T0000085","flat",0.0655,465.9077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49800,49800,49800,49800,50700,50700,50700,51200,51200,51200,51200,49800,49300,49300,NA,NA,"SD"
1617,"T0000085","complex",0.1372,466.0782,NA,NA,55600,55100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800,49300,50200,50200,50200,50200,50200,50200,49800,49800,49800,NA,NA,NA,NA,NA,NA,NA,NA,57100,57600,57600,56600,55100,NA,NA,"SD"
1618,"T0000085","flat",0.023,466.2456,NA,NA,NA,NA,52200,52200,52700,52700,52700,52700,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,54100,54100,54100,54100,54100,54100,54100,54600,54600,54600,NA,NA,NA,NA,55100,55100,55100,55100,55100,55100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1619,"T0000085","flat-z",0.0665,466.2998,NA,49800,50200,50700,NA,51200,51200,51700,51700,51700,51700,51700,52200,51700,51700,51700,51700,51700,51700,51200,51200,50700,51200,50700,50700,NA,NA,50200,50200,49800,NA,49300,49300,48800,48800,48800,48800,NA,NA,48300,47800,48300,NA,NA,NA,NA,43900,43900,43900,NA,"SD"
1620,"T0000085","flat",0.0394,466.3869,49300,49300,49800,49800,49800,49800,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,49800,49800,49300,49300,49300,NA,NA,"SD"
1621,"T0000085","step down",0.0599,466.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58500,58500,58500,58500,59000,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1622,"T0000085","flat under flat",0.0916,466.6726,NA,50700,51200,51200,51700,51700,51700,52200,52200,52200,51700,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49800,49800,49800,49800,NA,49800,49800,49800,49300,49300,49300,53700,48800,48300,48300,48300,48300,48300,48300,51200,51200,51700,51700,52200,52200,52700,NA,NA,"SD"
1623,"T0000085","flat",0.045,466.8692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1624,"T0000085","flat",0.0296,467.0376,NA,NA,NA,NA,NA,50200,50200,50200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50200,50700,50200,50200,50200,NA,"SD"
1625,"T0000085","flat",0.0394,467.0929,NA,52700,NA,NA,53200,53200,53200,53700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1626,"T0000085","flat-mz",0.0578,467.2,NA,NA,NA,NA,49800,49800,50200,50200,50200,50200,49800,49800,49800,49800,49800,49800,49800,49800,NA,NA,NA,NA,49300,48800,49300,NA,NA,48800,48300,48300,48300,48300,47800,NA,NA,NA,NA,NA,NA,44400,44400,44400,44900,NA,NA,49300,49800,50200,NA,NA,"SD"
1627,"T0000085","flat-mz",0.0655,467.3704,NA,NA,50200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,49800,NA,NA,49800,NA,49800,49300,49300,48800,49300,48800,43900,43900,43400,43400,43400,43400,43400,NA,NA,NA,NA,NA,"SD"
1628,"T0000085","flat",0.0558,467.5486,NA,51700,NA,52700,53200,53200,53200,53200,53200,53200,52700,52700,52700,52700,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1629,"T0000085","flat-z",0.0235,467.6735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45800,45800,46300,46300,46300,46300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1630,"T0000085","flat",0.023,467.8676,NA,NA,NA,51200,51200,51700,51200,51700,52200,52200,51700,52200,52200,52200,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52700,52200,52200,52700,52200,NA,52200,52200,NA,NA,NA,"SD"
1631,"T0000085","step down",0.0583,468.2127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22400,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1632,"T0000085","flat over flat",0.089,468.4159,NA,53200,54100,54100,54100,54100,54100,54100,54600,54600,55100,55100,54600,54600,53700,53200,52700,52700,52200,51700,51200,50700,43900,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,49800,50200,50200,50200,NA,"SD"
1633,"T0000085","flat",0.0532,468.6361,NA,NA,51700,51700,51700,51700,51700,51700,51200,51200,50700,50700,50700,50700,50200,50200,49800,49800,49800,49300,49800,49300,49300,49300,49300,49300,48800,NA,49300,NA,NA,NA,NA,NA,NA,48800,49300,49300,49300,49300,49800,49800,50200,50200,50700,50700,50700,50700,51200,51200,"SD"
1635,"T0000085","short",0.0081,468.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,NA,NA,NA,NA,NA,NA,NA,"SD"
1636,"T0000085","flat-z",0.0983,469.0344,NA,47800,47800,47800,NA,NA,47300,46800,46300,46300,44900,44400,44400,44400,NA,44400,43900,NA,44400,44400,44400,44400,44900,NA,47300,47800,48300,48300,48300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50200,NA,"SD"
1637,"T0000085","flat",0.0599,469.2182,NA,48300,47800,47800,NA,NA,47300,47300,47300,46800,46800,46800,46800,46300,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,44400,44400,44400,44400,44900,44900,44900,44900,45400,NA,47300,47800,47800,47800,47800,47300,47300,NA,"SD"
1638,"T0000085","flat-z",0.0599,469.4036,NA,NA,NA,48800,48800,48300,48800,48300,48300,48300,48300,48300,48300,47800,47800,47800,47300,47300,46800,NA,44400,44400,44400,43900,43400,43400,43400,42900,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,NA,43400,43900,NA,NA,NA,"SD"
1639,"T0000085","flat",0.0317,469.6412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51700,NA,NA,NA,NA,NA,NA,52200,NA,NA,NA,NA,NA,NA,52200,52200,NA,NA,NA,52200,52200,52700,52700,52700,52700,52700,52700,52700,52200,NA,NA,NA,NA,NA,53200,NA,53200,NA,NA,NA,"SD"
1640,"T0000085","flat",0.0353,469.7128,NA,55100,55100,55100,55600,55100,55100,55100,55100,55100,55100,55100,54600,54600,54600,NA,54100,54100,54600,54100,54100,54100,54100,53700,53700,53700,54100,53700,53700,53700,53200,53700,NA,NA,NA,NA,NA,NA,52700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1642,"T0000085","flat over flat",0.0522,470.1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100,54600,54600,54100,54600,53700,NA,53700,53700,53200,53700,53700,53200,53200,53200,NA,52700,NA,53700,53200,53700,53700,24900,24900,24400,24400,24400,NA,NA,NA,NA,NA,NA,NA,51200,51200,NA,NA,NA,NA,"SD"
1643,"T0000085","flat",0.0163,470.3093,NA,NA,NA,NA,NA,NA,NA,52200,52200,52200,52200,52200,52200,52200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51200,NA,NA,51200,51200,51200,51200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1644,"T0000085","flat",0.0419,470.3498,NA,NA,NA,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,NA,NA,NA,NA,NA,NA,51700,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,NA,51700,51700,NA,"SD"
1646,"T0000085","flat",0.0665,470.6867,NA,NA,NA,NA,49800,49800,49800,49300,49300,49300,49300,48800,48800,NA,NA,NA,NA,48300,48300,NA,NA,47800,48300,48300,47800,47800,47800,47800,47300,47300,47300,47300,46800,46800,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,44900,45400,NA,"SD"
1647,"T0000085","flat over flat",0.1121,470.8326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47300,47300,46800,45400,45400,45400,44900,44900,44900,44400,44400,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43900,43400,43900,43900,43900,43900,43900,43900,44400,44900,44900,44900,44900,44900,NA,"SD"
1648,"T0000085","flat-z",0.068,471.0563,NA,NA,47800,48300,48300,47800,47800,47800,47800,47300,47300,47300,46800,46800,NA,NA,43900,43900,43900,43900,43900,43900,43900,43900,43400,43900,43400,43400,NA,NA,43400,43900,43900,43900,43900,NA,44400,44400,44400,44400,44900,44900,45400,45400,45400,45400,45400,45400,45400,NA,"SD"
1649,"T0000085","unclear",0.0435,471.1685,NA,NA,NA,NA,NA,NA,NA,57600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58500,59500,59500,NA,NA,NA,NA,NA,NA,NA,"SD"
1650,"T0000085","flat-z",0.0732,471.2535,49800,50200,49800,49800,49800,49300,49300,48800,48800,48300,47800,47800,47800,NA,46300,44900,44900,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43400,43900,NA,"SD"
1651,"T0000085","flat-z",0.0727,471.4465,49300,49300,49300,49300,49300,48800,48800,48300,48300,NA,NA,47800,46800,45400,45400,44900,44900,44900,44400,44400,44400,44400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,44400,44400,44400,44900,44900,NA,NA,NA,44900,NA,NA,NA,"SD"
1652,"T0000085","flat-z",0.0808,471.64,NA,48800,49300,48800,48800,48800,48800,48300,48300,47800,47800,47800,47300,46800,46800,45800,45400,44900,44900,44900,44900,44400,44400,44400,43900,44400,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1653,"T0000085","flat",0.0399,471.8791,NA,NA,NA,NA,NA,51700,51700,51700,51700,51700,51700,51700,51700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51200,51700,51700,51700,51700,51700,51700,51700,52200,52200,52200,52200,NA,NA,NA,NA,"SD"
1654,"T0000085","flat",0.0266,472.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1655,"T0000085","flat",0.087,472.1653,NA,NA,NA,44900,44400,NA,44400,44400,44400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1656,"T0000085","flat",0.0245,472.4065,NA,NA,NA,NA,NA,NA,NA,54100,NA,54100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100,55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,56600,56100,56100,56100,NA,"SD"
1657,"T0000085","flat",0.046,472.5801,NA,NA,NA,NA,41500,41500,NA,41500,NA,NA,NA,NA,NA,NA,NA,41000,41000,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,41000,41000,NA,NA,NA,41900,NA,"SD"
1658,"T0000085","flat",0.0655,472.7449,NA,NA,41500,41500,41500,41900,41900,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41500,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42400,42400,42900,42900,42900,42900,42400,NA,"SD"
1659,"T0000085","flat",0.0604,472.9349,NA,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,41900,42400,41900,42400,41900,42400,42400,42400,42900,42900,42900,42900,NA,"SD"
1660,"T0000085","flat under short",0.0517,473.1345,NA,NA,NA,NA,43400,43400,NA,NA,NA,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,41900,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,NA,NA,NA,NA,NA,NA,NA,"SD"
1661,"T0000085","flat under short",0.0527,473.3168,NA,NA,44400,44400,NA,NA,NA,NA,NA,NA,NA,44900,44900,44900,44900,44900,44400,44400,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,NA,NA,43900,44400,44400,44400,44400,44400,44400,44900,44400,44400,44400,44400,44400,44400,44400,44400,NA,NA,"SD"
1662,"T0000085","flat",0.0476,473.4935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,43900,43900,NA,NA,43400,43400,43400,NA,NA,NA,NA,42900,42900,42900,42900,NA,43400,42900,NA,42900,43400,43400,43400,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,NA,"SD"
1663,"T0000085","flat under short",0.0629,473.6563,NA,NA,NA,NA,NA,NA,NA,NA,56100,57600,44900,44400,59500,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,45400,45800,45800,45800,46300,45800,45800,45800,45800,45400,"SD"
1664,"T0000085","flat",0.0578,474.3193,NA,NA,43400,43900,43900,43900,43900,43400,43400,43400,43400,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43400,43400,42900,NA,NA,NA,NA,NA,NA,NA,NA,43400,43900,43900,44400,44400,44900,44900,44900,44900,44400,NA,"SD"
1665,"T0000085","flat",0.0547,474.8625,NA,54100,54600,54600,54600,55100,55100,55100,55100,55100,55100,55100,55100,54600,54600,54600,54100,54100,54100,53700,53700,53700,53200,53200,53200,53200,53200,52700,52700,52700,53200,52700,53200,53200,53200,53200,53200,53200,53200,53700,54100,54100,54100,54600,54600,54600,54600,54600,NA,NA,"SD"
1666,"T0000085","flat",0.023,475.0008,55600,55600,56100,56100,56100,56600,56600,56100,56100,56600,56100,56100,56100,56100,56100,55600,55600,56100,55600,56100,56100,56100,56100,56100,56100,56100,56100,56100,56600,56600,56600,56600,57100,57100,57100,57100,57600,57600,57600,57600,57600,57600,58500,58100,58500,NA,NA,NA,NA,NA,"SD"
1667,"T0000085","flat over flat-z",0.068,475.0499,NA,50700,NA,51200,51200,51200,51200,51200,51200,51200,51200,50700,51200,50700,50700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51700,52200,52700,52700,52700,NA,NA,NA,54600,NA,55100,54600,NA,NA,44900,44900,44400,44900,NA,NA,"SD"
1668,"T0000085","short",0.0071,475.2035,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57100,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57100,"SD"
1669,"T0000085","flat",0.0624,475.6971,NA,NA,NA,NA,NA,NA,NA,51200,51200,50700,50700,NA,NA,NA,49800,NA,NA,NA,NA,49800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,NA,NA,49300,49800,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1670,"T0000085","flat over flat",0.064,475.8804,NA,NA,NA,55100,NA,NA,NA,NA,NA,NA,55600,55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51200,NA,NA,NA,NA,NA,NA,NA,NA,56600,56600,57100,57100,57600,57600,57600,57600,58100,58100,58100,58100,58100,57600,57600,NA,NA,"SD"
1671,"T0000085","flat",0.0814,476.2654,NA,51700,52200,NA,NA,NA,NA,NA,NA,NA,NA,NA,50200,50200,50200,50200,49800,49800,49800,49800,49800,49800,NA,49300,49300,49800,49300,49300,49300,48800,49300,49300,49300,49800,49800,49800,49800,49800,49800,49800,50200,50200,50200,50700,50700,51200,51700,51200,51200,NA,"SD"
1672,"T0000085","flat",0.0399,476.4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52700,53200,53200,53200,53200,53200,NA,NA,53700,53700,53700,53700,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,53700,53700,53700,53200,53200,52700,NA,"SD"
1674,"T0000085","short",0.0092,476.8291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1675,"T0000085","flat",0.0302,476.9172,NA,57100,57600,57600,57600,57600,58100,58100,58100,58100,58100,58100,58100,58100,58100,NA,NA,58100,58500,58500,58500,58500,58500,58500,59000,59000,59000,59000,59000,59000,59500,59500,59500,59500,59500,60000,60000,60500,60500,60500,61000,61000,61000,60500,60000,59500,59500,59500,59000,NA,"SD"
1676,"T0000085","flat",0.0158,477.0211,NA,NA,NA,NA,51200,51200,51200,51700,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,NA,NA,NA,50700,50700,50700,50700,50700,50200,50200,49800,NA,NA,NA,NA,NA,NA,NA,"SD"
1677,"T0000085","step down",0.0906,477.0954,NA,NA,58100,58500,58500,58500,58500,58500,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,NA,NA,43900,43900,43900,44400,44400,NA,44400,45400,44900,NA,"SD"
1678,"T0000085","flat-mz",0.1428,477.2546,NA,NA,NA,NA,55100,55100,55100,56100,NA,57100,NA,NA,NA,NA,NA,NA,NA,NA,NA,48300,48300,47800,47800,47800,47800,46800,NA,44400,NA,43400,43400,43400,43400,42900,42900,42900,43400,43400,NA,NA,43900,44400,NA,NA,48800,NA,NA,NA,NA,NA,"SD"
1679,"T0000085","flat",0.0384,477.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800,48800,48300,NA,NA,NA,48800,48800,48800,48800,48800,48800,48800,NA,NA,NA,NA,48800,48800,48800,NA,48800,48800,48800,48800,NA,48800,48800,48800,NA,NA,NA,NA,48800,49300,49300,49300,49300,NA,NA,"SD"
1680,"T0000085","flat-mz",0.128,477.6796,NA,NA,51200,51700,51700,51700,51200,51200,48300,48300,48300,48300,NA,47300,NA,NA,43900,43400,43400,43400,42900,NA,42900,NA,NA,43400,43400,43400,43900,43900,52700,52700,52700,NA,52200,52200,51700,51700,51700,51200,51200,50700,50700,50200,50200,NA,50700,NA,50700,NA,"SD"
1681,"T0000085","flat-z ov short",0.0921,477.9248,NA,51700,50700,51200,NA,51200,50700,50700,50700,50200,50200,49800,49800,NA,NA,49800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49800,49800,49800,49800,49800,49800,49800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,NA,"SD"
1682,"T0000085","flat-z",0.0588,478.1265,53700,54100,NA,54600,55100,56100,56100,56600,56600,NA,NA,NA,NA,NA,56600,56600,56600,56600,56600,56600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48300,NA,NA,48300,47800,47800,47300,47800,46800,NA,NA,44900,44900,44900,44900,44400,44400,NA,NA,NA,"SD"
1683,"T0000085","flat",0.0179,478.3047,NA,NA,NA,NA,NA,NA,NA,NA,NA,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,54600,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,NA,NA,NA,NA,NA,55600,55600,55600,55600,55600,"SD"
1684,"T0000085","flat",0.0752,478.422,NA,52700,52700,52700,52700,NA,NA,52200,NA,NA,51700,51700,51700,51700,51700,51700,51200,51700,51200,51700,51700,51200,NA,NA,NA,NA,NA,NA,51200,NA,NA,NA,NA,NA,49300,49800,48800,48300,NA,47800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1685,"T0000085","flat",0.0701,478.5924,NA,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,43900,43900,43900,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1686,"T0000085","flat",0.046,478.9273,NA,44900,44900,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44900,44900,NA,NA,NA,NA,44400,44400,NA,NA,NA,NA,NA,44900,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,45800,44900,NA,"SD"
1687,"T0000085","flat",0.0153,479.2816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
1688,"T0000085","flat",0.0691,480.8903,NA,NA,NA,NA,51700,51700,51700,51700,51200,51200,51200,50700,50700,50200,50200,50200,50200,49800,49800,49800,49800,49300,49300,49300,48800,NA,NA,48800,48800,48800,48300,48300,48800,48300,48800,48300,NA,48300,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,NA,NA,"SD"
