"","categories.allowed","total.counts","file.name","total.filecounts","rel.filecount","strain","recording"
"1554","unclear",0,"T0000256",762,0,"SD","Mpupiso"
"1555","flat",257,"T0000260",435,0.590804597701149,"SD","MA"
"1556","flat-z",1,"T0000260",435,0.00229885057471264,"SD","MA"
"1557","flat-mz",4,"T0000260",435,0.00919540229885057,"SD","MA"
"1558","short",92,"T0000260",435,0.211494252873563,"SD","MA"
"1559","short-su",0,"T0000260",435,0,"SD","MA"
"1560","short-sd",0,"T0000260",435,0,"SD","MA"
"1561","short-ur",8,"T0000260",435,0.0183908045977011,"SD","MA"
"1562","short-dr",4,"T0000260",435,0.00919540229885057,"SD","MA"
"1563","short-c",11,"T0000260",435,0.0252873563218391,"SD","MA"
"1564","complex",0,"T0000260",435,0,"SD","MA"
"1565","upward ramp",10,"T0000260",435,0.0229885057471264,"SD","MA"
"1566","downward ramp",0,"T0000260",435,0,"SD","MA"
"1567","step up",7,"T0000260",435,0.0160919540229885,"SD","MA"
"1568","step down",33,"T0000260",435,0.0758620689655172,"SD","MA"
"1569","multi-step",5,"T0000260",435,0.0114942528735632,"SD","MA"
"1570","multi-step-s",3,"T0000260",435,0.00689655172413793,"SD","MA"
"1571","trill",0,"T0000260",435,0,"SD","MA"
"1572","trill-c",0,"T0000260",435,0,"SD","MA"
"1573","trill-f",0,"T0000260",435,0,"SD","MA"
"1574","inverted-U",0,"T0000260",435,0,"SD","MA"
"1575","unclear",0,"T0000260",435,0,"SD","MA"
"1576","flat",9,"T0000302",41,0.219512195121951,"WK","PupsSep"
"1577","flat-z",3,"T0000302",41,0.0731707317073171,"WK","PupsSep"
"1578","flat-mz",1,"T0000302",41,0.024390243902439,"WK","PupsSep"
"1579","short",17,"T0000302",41,0.414634146341463,"WK","PupsSep"
"1580","short-su",0,"T0000302",41,0,"WK","PupsSep"
"1581","short-sd",0,"T0000302",41,0,"WK","PupsSep"
"1582","short-ur",0,"T0000302",41,0,"WK","PupsSep"
"1583","short-dr",0,"T0000302",41,0,"WK","PupsSep"
"1584","short-c",0,"T0000302",41,0,"WK","PupsSep"
"1585","complex",0,"T0000302",41,0,"WK","PupsSep"
"1586","upward ramp",0,"T0000302",41,0,"WK","PupsSep"
"1587","downward ramp",0,"T0000302",41,0,"WK","PupsSep"
"1588","step up",0,"T0000302",41,0,"WK","PupsSep"
"1589","step down",0,"T0000302",41,0,"WK","PupsSep"
"1590","multi-step",0,"T0000302",41,0,"WK","PupsSep"
"1591","multi-step-s",0,"T0000302",41,0,"WK","PupsSep"
"1592","trill",1,"T0000302",41,0.024390243902439,"WK","PupsSep"
"1593","trill-c",5,"T0000302",41,0.121951219512195,"WK","PupsSep"
"1594","trill-f",2,"T0000302",41,0.0487804878048781,"WK","PupsSep"
"1595","inverted-U",0,"T0000302",41,0,"WK","PupsSep"
"1596","unclear",3,"T0000302",41,0.0731707317073171,"WK","PupsSep"
"1597","flat",77,"T0000303",427,0.180327868852459,"WK","MBT"
"1598","flat-z",6,"T0000303",427,0.0140515222482436,"WK","MBT"
"1599","flat-mz",2,"T0000303",427,0.00468384074941452,"WK","MBT"
"1600","short",117,"T0000303",427,0.274004683840749,"WK","MBT"
"1601","short-su",4,"T0000303",427,0.00936768149882904,"WK","MBT"
"1602","short-sd",0,"T0000303",427,0,"WK","MBT"
"1603","short-ur",36,"T0000303",427,0.0843091334894614,"WK","MBT"
"1604","short-dr",2,"T0000303",427,0.00468384074941452,"WK","MBT"
"1605","short-c",40,"T0000303",427,0.0936768149882904,"WK","MBT"
"1606","complex",16,"T0000303",427,0.0374707259953162,"WK","MBT"
"1607","upward ramp",2,"T0000303",427,0.00468384074941452,"WK","MBT"
"1608","downward ramp",0,"T0000303",427,0,"WK","MBT"
"1609","step up",16,"T0000303",427,0.0374707259953162,"WK","MBT"
"1610","step down",4,"T0000303",427,0.00936768149882904,"WK","MBT"
"1611","multi-step",1,"T0000303",427,0.00234192037470726,"WK","MBT"
"1612","multi-step-s",0,"T0000303",427,0,"WK","MBT"
"1613","trill",60,"T0000303",427,0.140515222482436,"WK","MBT"
"1614","trill-c",38,"T0000303",427,0.0889929742388759,"WK","MBT"
"1615","trill-f",0,"T0000303",427,0,"WK","MBT"
"1616","inverted-U",0,"T0000303",427,0,"WK","MBT"
"1617","unclear",6,"T0000303",427,0.0140515222482436,"WK","MBT"
"1618","flat",0,"T0000304",19,0,"WK","Mpupiso"
"1619","flat-z",0,"T0000304",19,0,"WK","Mpupiso"
"1620","flat-mz",0,"T0000304",19,0,"WK","Mpupiso"
"1621","short",6,"T0000304",19,0.315789473684211,"WK","Mpupiso"
"1622","short-su",0,"T0000304",19,0,"WK","Mpupiso"
"1623","short-sd",1,"T0000304",19,0.0526315789473684,"WK","Mpupiso"
"1624","short-ur",5,"T0000304",19,0.263157894736842,"WK","Mpupiso"
"1625","short-dr",0,"T0000304",19,0,"WK","Mpupiso"
"1626","short-c",7,"T0000304",19,0.368421052631579,"WK","Mpupiso"
"1627","complex",0,"T0000304",19,0,"WK","Mpupiso"
"1628","upward ramp",0,"T0000304",19,0,"WK","Mpupiso"
"1629","downward ramp",0,"T0000304",19,0,"WK","Mpupiso"
"1630","step up",0,"T0000304",19,0,"WK","Mpupiso"
"1631","step down",0,"T0000304",19,0,"WK","Mpupiso"
"1632","multi-step",0,"T0000304",19,0,"WK","Mpupiso"
"1633","multi-step-s",0,"T0000304",19,0,"WK","Mpupiso"
"1634","trill",0,"T0000304",19,0,"WK","Mpupiso"
"1635","trill-c",0,"T0000304",19,0,"WK","Mpupiso"
"1636","trill-f",0,"T0000304",19,0,"WK","Mpupiso"
"1637","inverted-U",0,"T0000304",19,0,"WK","Mpupiso"
"1638","unclear",0,"T0000304",19,0,"WK","Mpupiso"
"1639","flat",10,"T0000308",226,0.0442477876106195,"SD","MA"
"1640","flat-z",1,"T0000308",226,0.00442477876106195,"SD","MA"
"1641","flat-mz",1,"T0000308",226,0.00442477876106195,"SD","MA"
"1642","short",101,"T0000308",226,0.446902654867257,"SD","MA"
"1643","short-su",0,"T0000308",226,0,"SD","MA"
"1644","short-sd",0,"T0000308",226,0,"SD","MA"
"1645","short-ur",76,"T0000308",226,0.336283185840708,"SD","MA"
"1646","short-dr",3,"T0000308",226,0.0132743362831858,"SD","MA"
"1647","short-c",18,"T0000308",226,0.079646017699115,"SD","MA"
"1648","complex",5,"T0000308",226,0.0221238938053097,"SD","MA"
"1649","upward ramp",7,"T0000308",226,0.0309734513274336,"SD","MA"
"1650","downward ramp",0,"T0000308",226,0,"SD","MA"
"1651","step up",4,"T0000308",226,0.0176991150442478,"SD","MA"
"1652","step down",0,"T0000308",226,0,"SD","MA"
"1653","multi-step",0,"T0000308",226,0,"SD","MA"
"1654","multi-step-s",0,"T0000308",226,0,"SD","MA"
"1655","trill",0,"T0000308",226,0,"SD","MA"
"1656","trill-c",0,"T0000308",226,0,"SD","MA"
"1657","trill-f",0,"T0000308",226,0,"SD","MA"
"1658","inverted-U",0,"T0000308",226,0,"SD","MA"
"1659","unclear",0,"T0000308",226,0,"SD","MA"
