"","label","file.name","recording","strain"
"21938","flat","T0000260","MA","SD"
"21939","short","T0000260","MA","SD"
"21940","flat","T0000260","MA","SD"
"21941","flat","T0000260","MA","SD"
"21942","flat","T0000260","MA","SD"
"21943","multi-step-s","T0000260","MA","SD"
"21944","flat","T0000260","MA","SD"
"21945","flat","T0000260","MA","SD"
"21946","short","T0000260","MA","SD"
"21947","flat","T0000260","MA","SD"
"21948","flat","T0000260","MA","SD"
"21949","flat","T0000260","MA","SD"
"21950","flat","T0000260","MA","SD"
"21951","flat","T0000260","MA","SD"
"21952","flat","T0000260","MA","SD"
"21953","short","T0000260","MA","SD"
"21954","flat","T0000260","MA","SD"
"21955","flat","T0000260","MA","SD"
"21956","flat","T0000260","MA","SD"
"21957","short","T0000260","MA","SD"
"21958","short","T0000260","MA","SD"
"21959","flat","T0000260","MA","SD"
"21960","flat","T0000260","MA","SD"
"21961","flat","T0000260","MA","SD"
"21962","flat","T0000260","MA","SD"
"21963","flat","T0000260","MA","SD"
"21964","multi-step","T0000260","MA","SD"
"21965","flat","T0000260","MA","SD"
"21966","flat","T0000260","MA","SD"
"21967","flat","T0000260","MA","SD"
"21968","flat","T0000260","MA","SD"
"21969","flat","T0000260","MA","SD"
"21970","flat","T0000260","MA","SD"
"21971","flat","T0000260","MA","SD"
"21972","flat","T0000260","MA","SD"
"21973","short","T0000260","MA","SD"
"21974","flat","T0000260","MA","SD"
"21975","short","T0000260","MA","SD"
"21976","short","T0000260","MA","SD"
"21977","flat","T0000260","MA","SD"
"21978","short","T0000260","MA","SD"
"21979","flat","T0000260","MA","SD"
"21980","flat","T0000260","MA","SD"
"21981","short","T0000260","MA","SD"
"21982","step up","T0000260","MA","SD"
"21983","upward ramp","T0000260","MA","SD"
"21984","short","T0000260","MA","SD"
"21985","step down","T0000260","MA","SD"
"21986","flat","T0000260","MA","SD"
"21987","flat","T0000260","MA","SD"
"21988","flat","T0000260","MA","SD"
"21989","flat","T0000260","MA","SD"
"21990","short","T0000260","MA","SD"
"21991","inverted-u","T0000260","MA","SD"
"21992","multi-step-s","T0000260","MA","SD"
"21993","multi-step","T0000260","MA","SD"
"21994","step down","T0000260","MA","SD"
"21995","flat","T0000260","MA","SD"
"21996","short","T0000260","MA","SD"
"21997","flat","T0000260","MA","SD"
"21998","flat","T0000260","MA","SD"
"21999","flat","T0000260","MA","SD"
"22000","short","T0000260","MA","SD"
"22001","step down","T0000260","MA","SD"
"22002","step down","T0000260","MA","SD"
"22003","step down","T0000260","MA","SD"
"22004","short","T0000260","MA","SD"
"22005","inverted-u","T0000260","MA","SD"
"22006","short","T0000260","MA","SD"
"22007","short","T0000260","MA","SD"
"22008","short","T0000260","MA","SD"
"22009","flat","T0000260","MA","SD"
"22010","flat","T0000260","MA","SD"
"22011","flat","T0000260","MA","SD"
"22012","flat","T0000260","MA","SD"
"22013","short","T0000260","MA","SD"
"22014","flat","T0000260","MA","SD"
"22015","step down","T0000260","MA","SD"
"22016","step down","T0000260","MA","SD"
"22017","step down","T0000260","MA","SD"
"22018","short","T0000260","MA","SD"
"22019","flat","T0000260","MA","SD"
"22020","short-c","T0000260","MA","SD"
"22021","flat","T0000260","MA","SD"
"22022","short","T0000260","MA","SD"
"22023","flat","T0000260","MA","SD"
"22024","flat","T0000260","MA","SD"
"22025","short","T0000260","MA","SD"
"22026","flat","T0000260","MA","SD"
"22027","flat","T0000260","MA","SD"
"22028","flat","T0000260","MA","SD"
"22029","flat","T0000260","MA","SD"
"22030","flat","T0000260","MA","SD"
"22031","step down","T0000260","MA","SD"
"22032","short","T0000260","MA","SD"
"22033","step down","T0000260","MA","SD"
"22034","flat","T0000260","MA","SD"
"22035","flat","T0000260","MA","SD"
"22036","flat-mz","T0000260","MA","SD"
"22037","flat","T0000260","MA","SD"
"22038","flat","T0000260","MA","SD"
"22039","flat","T0000260","MA","SD"
"22040","flat","T0000260","MA","SD"
"22041","step down","T0000260","MA","SD"
"22042","step down","T0000260","MA","SD"
"22043","short-dr","T0000260","MA","SD"
"22044","short","T0000260","MA","SD"
"22045","flat","T0000260","MA","SD"
"22046","short","T0000260","MA","SD"
"22047","flat","T0000260","MA","SD"
"22048","flat","T0000260","MA","SD"
"22049","flat","T0000260","MA","SD"
"22050","step up","T0000260","MA","SD"
"22051","inverted-u","T0000260","MA","SD"
"22052","flat","T0000260","MA","SD"
"22053","short","T0000260","MA","SD"
"22054","upward ramp","T0000260","MA","SD"
"22055","flat","T0000260","MA","SD"
"22056","short","T0000260","MA","SD"
"22057","short","T0000260","MA","SD"
"22058","short","T0000260","MA","SD"
"22059","short","T0000260","MA","SD"
"22060","short","T0000260","MA","SD"
"22061","inverted-u","T0000260","MA","SD"
"22062","short","T0000260","MA","SD"
"22063","flat","T0000260","MA","SD"
"22064","flat","T0000260","MA","SD"
"22065","step down","T0000260","MA","SD"
"22066","short","T0000260","MA","SD"
"22067","step up","T0000260","MA","SD"
"22068","step down","T0000260","MA","SD"
"22069","multi-step","T0000260","MA","SD"
"22070","step down","T0000260","MA","SD"
"22071","short","T0000260","MA","SD"
"22072","flat","T0000260","MA","SD"
"22073","flat","T0000260","MA","SD"
"22074","step down","T0000260","MA","SD"
"22075","step down","T0000260","MA","SD"
"22076","short","T0000260","MA","SD"
"22077","step down","T0000260","MA","SD"
"22078","flat","T0000260","MA","SD"
"22079","flat","T0000260","MA","SD"
"22080","short","T0000260","MA","SD"
"22081","multi-step","T0000260","MA","SD"
"22082","flat","T0000260","MA","SD"
"22083","flat","T0000260","MA","SD"
"22084","short","T0000260","MA","SD"
"22085","flat","T0000260","MA","SD"
"22086","short","T0000260","MA","SD"
"22087","flat","T0000260","MA","SD"
"22088","flat","T0000260","MA","SD"
"22089","inverted-u","T0000260","MA","SD"
"22090","short","T0000260","MA","SD"
"22091","flat","T0000260","MA","SD"
"22092","flat","T0000260","MA","SD"
"22093","flat","T0000260","MA","SD"
"22094","flat","T0000260","MA","SD"
"22095","upward ramp","T0000260","MA","SD"
"22096","short-dr","T0000260","MA","SD"
"22097","flat","T0000260","MA","SD"
"22098","flat","T0000260","MA","SD"
"22099","short","T0000260","MA","SD"
"22100","flat","T0000260","MA","SD"
"22101","step down","T0000260","MA","SD"
"22102","short","T0000260","MA","SD"
"22103","flat","T0000260","MA","SD"
"22104","short-ur","T0000260","MA","SD"
"22105","flat","T0000260","MA","SD"
"22106","flat","T0000260","MA","SD"
"22107","flat","T0000260","MA","SD"
"22108","flat","T0000260","MA","SD"
"22109","upward ramp","T0000260","MA","SD"
"22110","flat","T0000260","MA","SD"
"22111","upward ramp","T0000260","MA","SD"
"22112","short","T0000260","MA","SD"
"22113","short","T0000260","MA","SD"
"22114","flat","T0000260","MA","SD"
"22115","flat","T0000260","MA","SD"
"22116","flat","T0000260","MA","SD"
"22117","flat","T0000260","MA","SD"
"22118","flat","T0000260","MA","SD"
"22119","short","T0000260","MA","SD"
"22120","flat","T0000260","MA","SD"
"22121","short","T0000260","MA","SD"
"22122","flat","T0000260","MA","SD"
"22123","flat","T0000260","MA","SD"
"22124","flat","T0000260","MA","SD"
"22125","flat","T0000260","MA","SD"
"22126","upward ramp","T0000260","MA","SD"
"22127","short","T0000260","MA","SD"
"22128","flat","T0000260","MA","SD"
"22129","flat","T0000260","MA","SD"
"22130","flat","T0000260","MA","SD"
"22131","flat","T0000260","MA","SD"
"22132","flat","T0000260","MA","SD"
"22133","flat","T0000260","MA","SD"
"22134","flat","T0000260","MA","SD"
"22135","flat","T0000260","MA","SD"
"22136","flat","T0000260","MA","SD"
"22137","flat","T0000260","MA","SD"
"22138","flat","T0000260","MA","SD"
"22139","short","T0000260","MA","SD"
"22140","flat","T0000260","MA","SD"
"22141","flat","T0000260","MA","SD"
"22142","flat","T0000260","MA","SD"
"22143","flat","T0000260","MA","SD"
"22144","flat","T0000260","MA","SD"
"22145","flat","T0000260","MA","SD"
"22146","flat","T0000260","MA","SD"
"22147","flat","T0000260","MA","SD"
"22148","flat","T0000260","MA","SD"
"22149","flat","T0000260","MA","SD"
"22150","flat","T0000260","MA","SD"
"22151","flat","T0000260","MA","SD"
"22152","flat","T0000260","MA","SD"
"22153","flat over flat","T0000260","MA","SD"
"22154","flat","T0000260","MA","SD"
"22155","flat","T0000260","MA","SD"
"22156","short","T0000260","MA","SD"
"22157","flat","T0000260","MA","SD"
"22158","flat","T0000260","MA","SD"
"22159","flat","T0000260","MA","SD"
"22160","flat","T0000260","MA","SD"
"22161","flat","T0000260","MA","SD"
"22162","flat","T0000260","MA","SD"
"22163","flat","T0000260","MA","SD"
"22164","short-ur","T0000260","MA","SD"
"22165","flat","T0000260","MA","SD"
"22166","flat","T0000260","MA","SD"
"22167","short-c","T0000260","MA","SD"
"22168","short-ur","T0000260","MA","SD"
"22169","short","T0000260","MA","SD"
"22170","short-c","T0000260","MA","SD"
"22171","flat","T0000260","MA","SD"
"22172","step down","T0000260","MA","SD"
"22173","flat","T0000260","MA","SD"
"22174","flat","T0000260","MA","SD"
"22175","flat","T0000260","MA","SD"
"22176","flat","T0000260","MA","SD"
"22177","flat","T0000260","MA","SD"
"22178","short-ur","T0000260","MA","SD"
"22179","flat","T0000260","MA","SD"
"22180","flat","T0000260","MA","SD"
"22181","flat","T0000260","MA","SD"
"22182","short-dr","T0000260","MA","SD"
"22183","flat","T0000260","MA","SD"
"22184","flat","T0000260","MA","SD"
"22185","flat","T0000260","MA","SD"
"22186","flat","T0000260","MA","SD"
"22187","flat","T0000260","MA","SD"
"22188","flat","T0000260","MA","SD"
"22189","flat","T0000260","MA","SD"
"22190","short","T0000260","MA","SD"
"22191","flat","T0000260","MA","SD"
"22192","flat","T0000260","MA","SD"
"22193","flat","T0000260","MA","SD"
"22194","flat","T0000260","MA","SD"
"22195","flat","T0000260","MA","SD"
"22196","flat","T0000260","MA","SD"
"22197","flat","T0000260","MA","SD"
"22198","trill-c","T0000303","MBT","WK"
"22199","flat","T0000303","MBT","WK"
"22200","short","T0000303","MBT","WK"
"22201","trill-c","T0000303","MBT","WK"
"22202","trill-c","T0000303","MBT","WK"
"22203","short-c","T0000303","MBT","WK"
"22204","short-ur","T0000303","MBT","WK"
"22205","flat","T0000303","MBT","WK"
"22206","flat","T0000303","MBT","WK"
"22207","trill","T0000303","MBT","WK"
"22208","trill","T0000303","MBT","WK"
"22209","short","T0000303","MBT","WK"
"22210","short","T0000303","MBT","WK"
"22211","step up","T0000303","MBT","WK"
"22212","trill","T0000303","MBT","WK"
"22213","trill","T0000303","MBT","WK"
"22214","trill-c","T0000303","MBT","WK"
"22215","step up","T0000303","MBT","WK"
"22216","flat","T0000303","MBT","WK"
"22217","step up","T0000303","MBT","WK"
"22218","short","T0000303","MBT","WK"
"22219","short","T0000303","MBT","WK"
"22220","trill","T0000303","MBT","WK"
"22221","trill","T0000303","MBT","WK"
"22222","short","T0000303","MBT","WK"
"22223","short","T0000303","MBT","WK"
"22224","trill","T0000303","MBT","WK"
"22225","short","T0000303","MBT","WK"
"22226","trill","T0000303","MBT","WK"
"22227","flat under trill","T0000303","MBT","WK"
"22228","trill-c over complex","T0000303","MBT","WK"
"22229","trill over complex","T0000303","MBT","WK"
"22230","trill-c over complex","T0000303","MBT","WK"
"22231","trill over flat","T0000303","MBT","WK"
"22232","flat-z","T0000303","MBT","WK"
"22233","flat","T0000303","MBT","WK"
"22234","short-c","T0000303","MBT","WK"
"22235","trill","T0000303","MBT","WK"
"22236","trill","T0000303","MBT","WK"
"22237","trill","T0000303","MBT","WK"
"22238","short","T0000303","MBT","WK"
"22239","unclear","T0000303","MBT","WK"
"22240","trill-c","T0000303","MBT","WK"
"22241","trill","T0000303","MBT","WK"
"22242","trill","T0000303","MBT","WK"
"22243","trill-c","T0000303","MBT","WK"
"22244","flat","T0000303","MBT","WK"
"22245","short-c","T0000303","MBT","WK"
"22246","unclear","T0000303","MBT","WK"
"22247","short","T0000303","MBT","WK"
"22248","trill","T0000303","MBT","WK"
"22249","short","T0000303","MBT","WK"
"22250","short-c","T0000303","MBT","WK"
"22251","short-c","T0000303","MBT","WK"
"22252","trill","T0000303","MBT","WK"
"22253","flat under short","T0000303","MBT","WK"
"22254","short","T0000303","MBT","WK"
"22255","short","T0000303","MBT","WK"
"22256","short","T0000303","MBT","WK"
"22257","short-c","T0000303","MBT","WK"
"22258","trill","T0000303","MBT","WK"
"22259","trill","T0000303","MBT","WK"
"22260","trill-c","T0000303","MBT","WK"
"22261","step up","T0000303","MBT","WK"
"22262","trill","T0000303","MBT","WK"
"22263","trill","T0000303","MBT","WK"
"22264","trill-c","T0000303","MBT","WK"
"22265","trill-c","T0000303","MBT","WK"
"22266","trill","T0000303","MBT","WK"
"22267","short","T0000303","MBT","WK"
"22268","trill-c","T0000303","MBT","WK"
"22269","trill-c over unclear","T0000303","MBT","WK"
"22270","trill over flat","T0000303","MBT","WK"
"22271","flat","T0000303","MBT","WK"
"22272","flat","T0000303","MBT","WK"
"22273","trill over complex","T0000303","MBT","WK"
"22274","short over inverted-u","T0000303","MBT","WK"
"22275","complex","T0000303","MBT","WK"
"22276","short","T0000303","MBT","WK"
"22277","inverted-u","T0000303","MBT","WK"
"22278","short","T0000303","MBT","WK"
"22279","short-ur","T0000303","MBT","WK"
"22280","short","T0000303","MBT","WK"
"22281","trill","T0000303","MBT","WK"
"22282","trill-c","T0000303","MBT","WK"
"22283","trill","T0000303","MBT","WK"
"22284","trill","T0000303","MBT","WK"
"22285","short","T0000303","MBT","WK"
"22286","short-c","T0000303","MBT","WK"
"22287","short-ur","T0000303","MBT","WK"
"22288","short-c","T0000303","MBT","WK"
"22289","trill","T0000303","MBT","WK"
"22290","trill-c","T0000303","MBT","WK"
"22291","trill-c","T0000303","MBT","WK"
"22292","step down","T0000303","MBT","WK"
"22293","short-c","T0000303","MBT","WK"
"22294","short-c","T0000303","MBT","WK"
"22295","short-c","T0000303","MBT","WK"
"22296","short-ur","T0000303","MBT","WK"
"22297","short-ur","T0000303","MBT","WK"
"22298","trill","T0000303","MBT","WK"
"22299","trill","T0000303","MBT","WK"
"22300","trill-c","T0000303","MBT","WK"
"22301","trill","T0000303","MBT","WK"
"22302","trill","T0000303","MBT","WK"
"22303","trill","T0000303","MBT","WK"
"22304","short-su","T0000303","MBT","WK"
"22305","short-ur","T0000303","MBT","WK"
"22306","trill","T0000303","MBT","WK"
"22307","trill","T0000303","MBT","WK"
"22308","trill-c","T0000303","MBT","WK"
"22309","trill-c","T0000303","MBT","WK"
"22310","short-c","T0000303","MBT","WK"
"22311","trill","T0000303","MBT","WK"
"22312","short-ur","T0000303","MBT","WK"
"22313","trill","T0000303","MBT","WK"
"22314","short-ur","T0000303","MBT","WK"
"22315","short-su","T0000303","MBT","WK"
"22316","trill","T0000303","MBT","WK"
"22317","step down","T0000303","MBT","WK"
"22318","trill","T0000303","MBT","WK"
"22319","short","T0000303","MBT","WK"
"22320","trill-c","T0000303","MBT","WK"
"22321","trill","T0000303","MBT","WK"
"22322","flat","T0000303","MBT","WK"
"22323","flat under trill","T0000303","MBT","WK"
"22324","flat","T0000303","MBT","WK"
"22325","step down","T0000303","MBT","WK"
"22326","trill","T0000303","MBT","WK"
"22327","short-ur","T0000303","MBT","WK"
"22328","trill","T0000303","MBT","WK"
"22329","short-ur","T0000303","MBT","WK"
"22330","short","T0000303","MBT","WK"
"22331","short-ur","T0000303","MBT","WK"
"22332","trill","T0000303","MBT","WK"
"22333","trill","T0000303","MBT","WK"
"22334","trill","T0000303","MBT","WK"
"22335","trill-c","T0000303","MBT","WK"
"22336","short-c","T0000303","MBT","WK"
"22337","short-ur","T0000303","MBT","WK"
"22338","trill-c","T0000303","MBT","WK"
"22339","inverted-u","T0000303","MBT","WK"
"22340","short-ur","T0000303","MBT","WK"
"22341","short","T0000303","MBT","WK"
"22342","trill","T0000303","MBT","WK"
"22343","inverted-u","T0000303","MBT","WK"
"22344","complex","T0000303","MBT","WK"
"22345","complex","T0000303","MBT","WK"
"22346","flat-mz","T0000303","MBT","WK"
"22347","trill-c","T0000303","MBT","WK"
"22348","trill-c","T0000303","MBT","WK"
"22349","trill-c","T0000303","MBT","WK"
"22350","trill-c","T0000303","MBT","WK"
"22351","short","T0000303","MBT","WK"
"22352","trill-c","T0000303","MBT","WK"
"22353","trill","T0000303","MBT","WK"
"22354","flat-z","T0000303","MBT","WK"
"22355","trill-c","T0000303","MBT","WK"
"22356","trill-c","T0000303","MBT","WK"
"22357","trill-c","T0000303","MBT","WK"
"22358","short","T0000303","MBT","WK"
"22359","short","T0000303","MBT","WK"
"22360","short-c","T0000303","MBT","WK"
"22361","short","T0000303","MBT","WK"
"22362","unclear","T0000303","MBT","WK"
"22363","step up","T0000303","MBT","WK"
"22364","step up","T0000303","MBT","WK"
"22365","short-c","T0000303","MBT","WK"
"22366","trill-c","T0000303","MBT","WK"
"22367","trill","T0000303","MBT","WK"
"22368","flat","T0000303","MBT","WK"
"22369","trill-c","T0000303","MBT","WK"
"22370","complex under trill","T0000303","MBT","WK"
"22371","complex under trill","T0000303","MBT","WK"
"22372","flat under trill","T0000303","MBT","WK"
"22373","short","T0000303","MBT","WK"
"22374","flat","T0000303","MBT","WK"
"22375","complex","T0000303","MBT","WK"
"22376","trill","T0000303","MBT","WK"
"22377","trill-c","T0000303","MBT","WK"
"22378","short-c","T0000303","MBT","WK"
"22379","short","T0000303","MBT","WK"
"22380","trill","T0000303","MBT","WK"
"22381","short-c","T0000303","MBT","WK"
"22382","short-su","T0000303","MBT","WK"
"22383","inverted-u","T0000303","MBT","WK"
"22384","complex under short-ur","T0000303","MBT","WK"
"22385","unclear","T0000303","MBT","WK"
"22386","flat","T0000303","MBT","WK"
"22387","short-c","T0000303","MBT","WK"
"22388","short-ur","T0000303","MBT","WK"
"22389","short-ur","T0000303","MBT","WK"
"22390","short-c","T0000303","MBT","WK"
"22391","flat","T0000303","MBT","WK"
"22392","short-ur","T0000303","MBT","WK"
"22393","short-c","T0000303","MBT","WK"
"22394","short-ur","T0000303","MBT","WK"
"22395","short-ur","T0000303","MBT","WK"
"22396","short","T0000303","MBT","WK"
"22397","short","T0000303","MBT","WK"
"22398","trill","T0000303","MBT","WK"
"22399","short-c","T0000303","MBT","WK"
"22400","step up","T0000303","MBT","WK"
"22401","short","T0000303","MBT","WK"
"22402","trill-c","T0000303","MBT","WK"
"22403","short","T0000303","MBT","WK"
"22404","step up","T0000303","MBT","WK"
"22405","short","T0000303","MBT","WK"
"22406","short-c","T0000303","MBT","WK"
"22407","short","T0000303","MBT","WK"
"22408","short","T0000303","MBT","WK"
"22409","flat","T0000303","MBT","WK"
"22410","short","T0000303","MBT","WK"
"22411","short","T0000303","MBT","WK"
"22412","trill-c","T0000303","MBT","WK"
"22413","trill-c","T0000303","MBT","WK"
"22414","step down","T0000303","MBT","WK"
"22415","short","T0000303","MBT","WK"
"22416","short-ur","T0000303","MBT","WK"
"22417","flat","T0000303","MBT","WK"
"22418","short","T0000303","MBT","WK"
"22419","short","T0000303","MBT","WK"
"22420","short","T0000303","MBT","WK"
"22421","short","T0000303","MBT","WK"
"22422","short","T0000303","MBT","WK"
"22423","flat","T0000303","MBT","WK"
"22424","short-c","T0000303","MBT","WK"
"22425","short-c","T0000303","MBT","WK"
"22426","step up","T0000303","MBT","WK"
"22427","flat","T0000303","MBT","WK"
"22428","short","T0000303","MBT","WK"
"22429","short","T0000303","MBT","WK"
"22430","short","T0000303","MBT","WK"
"22431","short","T0000303","MBT","WK"
"22432","short-su","T0000303","MBT","WK"
"22433","step up","T0000303","MBT","WK"
"22434","trill-c","T0000303","MBT","WK"
"22435","step up","T0000303","MBT","WK"
"22436","short","T0000303","MBT","WK"
"22437","upward ramp","T0000303","MBT","WK"
"22438","complex","T0000303","MBT","WK"
"22439","flat-mz under short","T0000303","MBT","WK"
"22440","short","T0000303","MBT","WK"
"22441","short-c","T0000303","MBT","WK"
"22442","flat-z","T0000303","MBT","WK"
"22443","flat","T0000303","MBT","WK"
"22444","inverted-u","T0000303","MBT","WK"
"22445","short-ur","T0000303","MBT","WK"
"22446","short-c","T0000303","MBT","WK"
"22447","short-ur","T0000303","MBT","WK"
"22448","short-ur","T0000303","MBT","WK"
