"","label","file.name","recording","strain"
"10691","flat","T0000149","Fpupiso","SD"
"10692","flat","T0000149","Fpupiso","SD"
"10693","flat-mz","T0000149","Fpupiso","SD"
"10694","flat-mz","T0000149","Fpupiso","SD"
"10695","flat-z","T0000149","Fpupiso","SD"
"10696","flat","T0000149","Fpupiso","SD"
"10697","flat-mz","T0000149","Fpupiso","SD"
"10698","flat-mz","T0000149","Fpupiso","SD"
"10699","flat-z","T0000149","Fpupiso","SD"
"10700","flat-mz","T0000149","Fpupiso","SD"
"10701","flat-z","T0000149","Fpupiso","SD"
"10702","complex","T0000149","Fpupiso","SD"
"10703","flat","T0000149","Fpupiso","SD"
"10704","flat","T0000149","Fpupiso","SD"
"10705","flat","T0000149","Fpupiso","SD"
"10706","flat","T0000149","Fpupiso","SD"
"10707","short","T0000151","Mpupiso","SD"
"10708","short","T0000151","Mpupiso","SD"
"10709","flat","T0000151","Mpupiso","SD"
"10710","short","T0000151","Mpupiso","SD"
"10711","short","T0000151","Mpupiso","SD"
"10712","short","T0000151","Mpupiso","SD"
"10713","short","T0000151","Mpupiso","SD"
"10714","short","T0000151","Mpupiso","SD"
"10715","short-ur","T0000151","Mpupiso","SD"
"10716","short","T0000151","Mpupiso","SD"
"10717","short","T0000151","Mpupiso","SD"
"10718","short","T0000151","Mpupiso","SD"
"10719","complex","T0000151","Mpupiso","SD"
"10720","short","T0000151","Mpupiso","SD"
"10721","short","T0000151","Mpupiso","SD"
"10722","short","T0000151","Mpupiso","SD"
"10723","short","T0000151","Mpupiso","SD"
"10724","short","T0000151","Mpupiso","SD"
"10725","short","T0000151","Mpupiso","SD"
"10726","short-c","T0000151","Mpupiso","SD"
"10727","flat","T0000151","Mpupiso","SD"
"10728","flat","T0000151","Mpupiso","SD"
"10729","flat","T0000151","Mpupiso","SD"
"10730","flat","T0000151","Mpupiso","SD"
"10731","flat","T0000151","Mpupiso","SD"
"10732","flat","T0000151","Mpupiso","SD"
"10733","flat-z","T0000151","Mpupiso","SD"
"10734","flat","T0000151","Mpupiso","SD"
"10735","inverted -u","T0000151","Mpupiso","SD"
"10736","upward ramp","T0000151","Mpupiso","SD"
"10737","short","T0000151","Mpupiso","SD"
"10738","short","T0000151","Mpupiso","SD"
"10739","flat","T0000151","Mpupiso","SD"
"10740","flat","T0000151","Mpupiso","SD"
"10741","flat","T0000151","Mpupiso","SD"
"10742","flat-z","T0000151","Mpupiso","SD"
"10743","flat","T0000151","Mpupiso","SD"
"10744","flat-z","T0000151","Mpupiso","SD"
"10745","flat","T0000151","Mpupiso","SD"
"10746","flat","T0000151","Mpupiso","SD"
"10747","flat","T0000151","Mpupiso","SD"
"10748","short","T0000151","Mpupiso","SD"
"10749","short","T0000151","Mpupiso","SD"
"10750","short","T0000151","Mpupiso","SD"
"10751","flat-mz","T0000151","Mpupiso","SD"
"10752","flat-z","T0000151","Mpupiso","SD"
"10753","flat-z","T0000151","Mpupiso","SD"
"10754","flat","T0000151","Mpupiso","SD"
"10755","flat-mz","T0000151","Mpupiso","SD"
"10756","flat-z","T0000151","Mpupiso","SD"
"10757","flat","T0000151","Mpupiso","SD"
"10758","flat-z","T0000151","Mpupiso","SD"
"10759","flat-mz","T0000151","Mpupiso","SD"
"10760","flat","T0000151","Mpupiso","SD"
"10761","flat-z","T0000151","Mpupiso","SD"
"10762","flat-z","T0000151","Mpupiso","SD"
"10763","flat","T0000151","Mpupiso","SD"
"10764","flat","T0000151","Mpupiso","SD"
"10765","short-ur","T0000151","Mpupiso","SD"
"10766","flat","T0000152","MBT","SD"
"10767","flat","T0000152","MBT","SD"
"10768","trill-f","T0000152","MBT","SD"
"10769","flat under short-ur","T0000152","MBT","SD"
"10770","short-c","T0000152","MBT","SD"
"10771","short-ur","T0000152","MBT","SD"
"10772","flat","T0000152","MBT","SD"
"10773","flat","T0000152","MBT","SD"
"10774","flat","T0000152","MBT","SD"
"10775","flat","T0000152","MBT","SD"
"10776","complex","T0000152","MBT","SD"
"10777","flat","T0000152","MBT","SD"
"10778","short","T0000152","MBT","SD"
"10779","flat","T0000152","MBT","SD"
"10780","flat","T0000152","MBT","SD"
"10781","flat","T0000152","MBT","SD"
"10782","flat-z","T0000152","MBT","SD"
"10783","complex","T0000152","MBT","SD"
"10784","short","T0000152","MBT","SD"
"10785","short","T0000152","MBT","SD"
"10786","short","T0000152","MBT","SD"
"10787","flat","T0000152","MBT","SD"
"10788","short-ur","T0000152","MBT","SD"
"10789","flat-z","T0000152","MBT","SD"
"10790","flat-mz","T0000152","MBT","SD"
"10791","flat","T0000152","MBT","SD"
"10792","flat","T0000152","MBT","SD"
"10793","flat","T0000152","MBT","SD"
"10794","flat","T0000152","MBT","SD"
"10795","flat","T0000152","MBT","SD"
"10796","flat","T0000152","MBT","SD"
"10797","upward ramp","T0000152","MBT","SD"
"10798","short-ur","T0000152","MBT","SD"
"10799","short-ur","T0000152","MBT","SD"
"10800","step down","T0000152","MBT","SD"
"10801","short-ur","T0000152","MBT","SD"
"10802","inverted-u","T0000152","MBT","SD"
"10803","short","T0000152","MBT","SD"
"10804","short-c","T0000152","MBT","SD"
"10805","short-c","T0000152","MBT","SD"
"10806","flat under short-ur","T0000152","MBT","SD"
"10807","short","T0000152","MBT","SD"
"10808","short-ur","T0000152","MBT","SD"
"10809","short","T0000152","MBT","SD"
"10810","short","T0000152","MBT","SD"
"10811","short-ur","T0000152","MBT","SD"
"10812","flat","T0000152","MBT","SD"
"10813","short","T0000152","MBT","SD"
"10814","short","T0000152","MBT","SD"
"10815","short-ur","T0000152","MBT","SD"
"10816","short","T0000152","MBT","SD"
"10817","short-c","T0000152","MBT","SD"
"10818","short-ur","T0000152","MBT","SD"
"10819","complex","T0000152","MBT","SD"
"10820","short-ur","T0000152","MBT","SD"
"10821","short","T0000152","MBT","SD"
"10822","flat","T0000152","MBT","SD"
"10823","short-dr","T0000152","MBT","SD"
"10824","short","T0000152","MBT","SD"
"10825","flat","T0000152","MBT","SD"
"10826","short","T0000152","MBT","SD"
"10827","flat","T0000152","MBT","SD"
"10828","short","T0000152","MBT","SD"
"10829","flat","T0000152","MBT","SD"
"10830","flat","T0000152","MBT","SD"
"10831","short","T0000152","MBT","SD"
"10832","step down","T0000152","MBT","SD"
"10833","flat","T0000152","MBT","SD"
"10834","short-ur","T0000152","MBT","SD"
"10835","downward ramp","T0000152","MBT","SD"
"10836","flat","T0000152","MBT","SD"
"10837","short","T0000152","MBT","SD"
"10838","flat under short","T0000152","MBT","SD"
"10839","flat","T0000152","MBT","SD"
"10840","short","T0000152","MBT","SD"
"10841","flat","T0000152","MBT","SD"
"10842","flat","T0000152","MBT","SD"
"10843","flat","T0000152","MBT","SD"
"10844","flat","T0000152","MBT","SD"
"10845","short","T0000152","MBT","SD"
"10846","flat","T0000152","MBT","SD"
"10847","complex","T0000152","MBT","SD"
"10848","flat","T0000152","MBT","SD"
"10849","flat","T0000152","MBT","SD"
"10850","flat","T0000152","MBT","SD"
"10851","flat","T0000152","MBT","SD"
"10852","short","T0000152","MBT","SD"
"10853","short","T0000152","MBT","SD"
"10854","short-ur","T0000152","MBT","SD"
"10855","flat","T0000152","MBT","SD"
"10856","flat","T0000152","MBT","SD"
"10857","short-ur","T0000152","MBT","SD"
"10858","flat","T0000152","MBT","SD"
"10859","flat","T0000152","MBT","SD"
"10860","flat","T0000152","MBT","SD"
"10861","flat","T0000152","MBT","SD"
"10862","flat","T0000152","MBT","SD"
"10863","flat","T0000152","MBT","SD"
"10864","short-c","T0000152","MBT","SD"
"10865","step down","T0000152","MBT","SD"
"10866","flat over upward ramp","T0000152","MBT","SD"
"10867","flat","T0000152","MBT","SD"
"10868","flat","T0000152","MBT","SD"
"10869","flat","T0000152","MBT","SD"
"10870","flat-mz","T0000152","MBT","SD"
"10871","upward ramp","T0000152","MBT","SD"
"10872","flat","T0000152","MBT","SD"
"10873","upward ramp","T0000152","MBT","SD"
"10874","flat","T0000152","MBT","SD"
"10875","flat","T0000152","MBT","SD"
"10876","flat","T0000152","MBT","SD"
"10877","flat-z","T0000152","MBT","SD"
"10878","flat","T0000152","MBT","SD"
"10879","flat","T0000152","MBT","SD"
"10880","flat","T0000152","MBT","SD"
"10881","flat","T0000152","MBT","SD"
"10882","flat","T0000152","MBT","SD"
"10883","flat","T0000152","MBT","SD"
"10884","flat","T0000152","MBT","SD"
"10885","flat","T0000152","MBT","SD"
"10886","flat","T0000152","MBT","SD"
"10887","flat","T0000152","MBT","SD"
"10888","flat","T0000152","MBT","SD"
"10889","flat-z","T0000152","MBT","SD"
"10890","flat","T0000152","MBT","SD"
"10891","flat","T0000152","MBT","SD"
"10892","flat","T0000152","MBT","SD"
"10893","flat und flat-z","T0000152","MBT","SD"
"10894","flat-z","T0000152","MBT","SD"
"10895","flat und flat-z","T0000152","MBT","SD"
"10896","flat","T0000152","MBT","SD"
"10897","flat","T0000152","MBT","SD"
"10898","flat","T0000152","MBT","SD"
"10899","short","T0000152","MBT","SD"
"10900","short","T0000152","MBT","SD"
"10901","flat","T0000152","MBT","SD"
"10902","flat","T0000152","MBT","SD"
"10903","flat","T0000152","MBT","SD"
"10904","flat","T0000152","MBT","SD"
"10905","short-ur","T0000152","MBT","SD"
"10906","short-c","T0000152","MBT","SD"
"10907","short","T0000152","MBT","SD"
"10908","short","T0000152","MBT","SD"
"10909","short-sd","T0000152","MBT","SD"
"10910","short","T0000152","MBT","SD"
"10911","flat","T0000152","MBT","SD"
"10912","flat","T0000152","MBT","SD"
"10913","flat","T0000152","MBT","SD"
"10914","flat","T0000152","MBT","SD"
"10915","flat-z","T0000152","MBT","SD"
"10916","flat","T0000152","MBT","SD"
"10917","flat","T0000152","MBT","SD"
"10918","flat","T0000152","MBT","SD"
"10919","flat-z","T0000152","MBT","SD"
"10920","flat","T0000152","MBT","SD"
"10921","flat","T0000152","MBT","SD"
"10922","flat","T0000152","MBT","SD"
"10923","flat","T0000152","MBT","SD"
"10924","flat","T0000152","MBT","SD"
"10925","short","T0000152","MBT","SD"
"10926","short","T0000152","MBT","SD"
"10927","short","T0000152","MBT","SD"
"10928","short-ur","T0000152","MBT","SD"
"10929","flat","T0000152","MBT","SD"
"10930","short","T0000152","MBT","SD"
"10931","short","T0000152","MBT","SD"
"10932","flat","T0000152","MBT","SD"
"10933","flat","T0000152","MBT","SD"
"10934","flat","T0000152","MBT","SD"
"10935","flat","T0000152","MBT","SD"
"10936","flat","T0000152","MBT","SD"
"10937","short","T0000152","MBT","SD"
"10938","downward ramp","T0000152","MBT","SD"
"10939","flat","T0000152","MBT","SD"
"10940","short-dr","T0000152","MBT","SD"
"10941","inverted-u","T0000152","MBT","SD"
"10942","flat","T0000152","MBT","SD"
"10943","short","T0000152","MBT","SD"
"10944","short","T0000152","MBT","SD"
"10945","flat","T0000152","MBT","SD"
"10946","flat-z","T0000152","MBT","SD"
"10947","short","T0000152","MBT","SD"
"10948","short","T0000152","MBT","SD"
"10949","short-ur","T0000152","MBT","SD"
"10950","short","T0000152","MBT","SD"
"10951","short","T0000152","MBT","SD"
"10952","inverted-u","T0000152","MBT","SD"
"10953","flat","T0000152","MBT","SD"
"10954","short-ms","T0000152","MBT","SD"
"10955","flat","T0000152","MBT","SD"
"10956","flat","T0000152","MBT","SD"
"10957","flat","T0000152","MBT","SD"
"10958","short-ur","T0000152","MBT","SD"
"10959","flat","T0000152","MBT","SD"
"10960","short-ur","T0000152","MBT","SD"
"10961","short","T0000152","MBT","SD"
"10962","upward ramp","T0000152","MBT","SD"
"10963","short","T0000152","MBT","SD"
"10964","flat","T0000152","MBT","SD"
"10965","downward ramp","T0000152","MBT","SD"
"10966","short","T0000152","MBT","SD"
"10967","short","T0000152","MBT","SD"
"10968","step up","T0000152","MBT","SD"
"10969","flat","T0000152","MBT","SD"
"10970","flat","T0000152","MBT","SD"
"10971","flat under flat","T0000152","MBT","SD"
"10972","flat over flat","T0000152","MBT","SD"
"10973","flat","T0000152","MBT","SD"
"10974","short","T0000152","MBT","SD"
"10975","short","T0000152","MBT","SD"
"10976","short","T0000152","MBT","SD"
"10977","short-c","T0000152","MBT","SD"
"10978","short","T0000152","MBT","SD"
"10979","short-c","T0000152","MBT","SD"
"10980","short-c","T0000152","MBT","SD"
"10981","short-c","T0000152","MBT","SD"
"10982","short-c","T0000152","MBT","SD"
"10983","short","T0000152","MBT","SD"
"10984","multi-step-s","T0000152","MBT","SD"
"10985","flat","T0000152","MBT","SD"
"10986","flat","T0000152","MBT","SD"
"10987","complex","T0000152","MBT","SD"
"10988","complex","T0000152","MBT","SD"
"10989","flat","T0000152","MBT","SD"
"10990","flat","T0000152","MBT","SD"
"10991","flat-z","T0000152","MBT","SD"
"10992","downward ramp","T0000152","MBT","SD"
"10993","flat","T0000152","MBT","SD"
"10994","flat","T0000152","MBT","SD"
"10995","short","T0000152","MBT","SD"
"10996","flat","T0000152","MBT","SD"
"10997","flat","T0000152","MBT","SD"
"10998","flat","T0000152","MBT","SD"
"10999","flat","T0000152","MBT","SD"
"11000","flat","T0000152","MBT","SD"
"11001","flat","T0000152","MBT","SD"
"11002","short","T0000152","MBT","SD"
"11003","flat","T0000152","MBT","SD"
"11004","flat","T0000152","MBT","SD"
"11005","flat-z","T0000152","MBT","SD"
"11006","short","T0000152","MBT","SD"
"11007","complex","T0000152","MBT","SD"
"11008","flat","T0000152","MBT","SD"
"11009","flat","T0000152","MBT","SD"
"11010","flat","T0000152","MBT","SD"
"11011","flat","T0000152","MBT","SD"
"11012","flat","T0000152","MBT","SD"
"11013","flat","T0000152","MBT","SD"
"11014","flat","T0000152","MBT","SD"
"11015","flat","T0000152","MBT","SD"
"11016","flat","T0000152","MBT","SD"
"11017","flat-mz","T0000152","MBT","SD"
"11018","flat-z","T0000152","MBT","SD"
"11019","flat","T0000152","MBT","SD"
"11020","short","T0000152","MBT","SD"
"11021","flat","T0000152","MBT","SD"
"11022","short","T0000152","MBT","SD"
"11023","flat","T0000152","MBT","SD"
"11024","flat","T0000152","MBT","SD"
"11025","short","T0000152","MBT","SD"
"11026","flat","T0000152","MBT","SD"
"11027","flat","T0000152","MBT","SD"
"11028","flat","T0000152","MBT","SD"
"11029","flat","T0000152","MBT","SD"
"11030","flat-z","T0000152","MBT","SD"
"11031","flat","T0000152","MBT","SD"
"11032","flat","T0000152","MBT","SD"
"11033","flat","T0000152","MBT","SD"
"11034","flat-z","T0000152","MBT","SD"
"11035","flat-z","T0000152","MBT","SD"
"11036","flat","T0000152","MBT","SD"
"11037","flat","T0000152","MBT","SD"
"11038","flat","T0000152","MBT","SD"
"11039","flat","T0000152","MBT","SD"
"11040","flat","T0000152","MBT","SD"
"11041","flat","T0000152","MBT","SD"
"11042","flat","T0000152","MBT","SD"
"11043","flat","T0000152","MBT","SD"
"11044","short","T0000152","MBT","SD"
"11045","flat","T0000152","MBT","SD"
"11046","flat","T0000152","MBT","SD"
"11047","flat","T0000152","MBT","SD"
"11048","flat","T0000152","MBT","SD"
"11049","flat-z","T0000152","MBT","SD"
"11050","flat-z","T0000152","MBT","SD"
"11051","flat-mz","T0000152","MBT","SD"
"11052","flat-z","T0000152","MBT","SD"
"11053","flat","T0000152","MBT","SD"
"11054","flat","T0000152","MBT","SD"
"11055","short","T0000152","MBT","SD"
"11056","flat","T0000152","MBT","SD"
"11057","flat-mz","T0000152","MBT","SD"
"11058","flat-mz","T0000152","MBT","SD"
"11059","flat","T0000152","MBT","SD"
"11060","flat","T0000152","MBT","SD"
"11061","flat-z","T0000152","MBT","SD"
"11062","flat","T0000152","MBT","SD"
"11063","flat","T0000152","MBT","SD"
"11064","flat","T0000152","MBT","SD"
"11065","flat","T0000152","MBT","SD"
"11066","flat","T0000152","MBT","SD"
"11067","short","T0000152","MBT","SD"
"11068","short","T0000152","MBT","SD"
"11069","short","T0000152","MBT","SD"
"11070","inverted-u","T0000152","MBT","SD"
"11071","complex","T0000152","MBT","SD"
"11072","flat","T0000152","MBT","SD"
"11073","complex","T0000152","MBT","SD"
"11074","flat","T0000152","MBT","SD"
"11075","inverted-u","T0000152","MBT","SD"
"11076","flat","T0000152","MBT","SD"
"11077","flat","T0000152","MBT","SD"
"11078","flat","T0000152","MBT","SD"
"11079","flat","T0000152","MBT","SD"
"11080","unclear","T0000152","MBT","SD"
"11081","flat","T0000152","MBT","SD"
"11082","flat","T0000152","MBT","SD"
"11083","flat under complex","T0000152","MBT","SD"
"11084","flat","T0000152","MBT","SD"
"11085","short","T0000152","MBT","SD"
"11086","flat","T0000152","MBT","SD"
"11087","flat","T0000152","MBT","SD"
"11088","flat","T0000152","MBT","SD"
"11089","flat","T0000152","MBT","SD"
"11090","flat","T0000152","MBT","SD"
"11091","inverted-u","T0000152","MBT","SD"
"11092","flat","T0000152","MBT","SD"
"11093","flat","T0000152","MBT","SD"
"11094","short","T0000152","MBT","SD"
"11095","flat","T0000152","MBT","SD"
"11096","flat","T0000152","MBT","SD"
"11097","flat","T0000152","MBT","SD"
"11098","flat","T0000152","MBT","SD"
"11099","multi-step","T0000152","MBT","SD"
"11100","flat","T0000152","MBT","SD"
"11101","flat","T0000152","MBT","SD"
"11102","upward ramp","T0000152","MBT","SD"
"11103","flat","T0000152","MBT","SD"
"11104","flat","T0000152","MBT","SD"
"11105","short","T0000152","MBT","SD"
"11106","flat","T0000152","MBT","SD"
"11107","flat","T0000152","MBT","SD"
"11108","short-ur","T0000152","MBT","SD"
"11109","short","T0000152","MBT","SD"
"11110","flat","T0000152","MBT","SD"
"11111","flat over flat","T0000152","MBT","SD"
"11112","flat under flat","T0000152","MBT","SD"
"11113","flat","T0000152","MBT","SD"
"11114","flat","T0000152","MBT","SD"
"11115","flat","T0000152","MBT","SD"
"11116","flat und complex","T0000152","MBT","SD"
"11117","flat-z","T0000152","MBT","SD"
"11118","flat","T0000152","MBT","SD"
"11119","flat","T0000152","MBT","SD"
"11120","flat","T0000152","MBT","SD"
"11121","short","T0000152","MBT","SD"
"11122","flat","T0000152","MBT","SD"
"11123","flat","T0000152","MBT","SD"
"11124","flat","T0000152","MBT","SD"
"11125","flat","T0000152","MBT","SD"
"11126","short","T0000152","MBT","SD"
"11127","flat","T0000152","MBT","SD"
"11128","step down","T0000152","MBT","SD"
"11129","short","T0000152","MBT","SD"
"11130","short","T0000152","MBT","SD"
"11131","step up","T0000152","MBT","SD"
"11132","short","T0000152","MBT","SD"
"11133","short","T0000152","MBT","SD"
"11134","short-c","T0000152","MBT","SD"
"11135","flat","T0000152","MBT","SD"
"11136","flat","T0000152","MBT","SD"
"11137","flat","T0000152","MBT","SD"
"11138","flat","T0000152","MBT","SD"
"11139","flat","T0000152","MBT","SD"
"11140","flat","T0000152","MBT","SD"
"11141","flat","T0000152","MBT","SD"
"11142","flat","T0000152","MBT","SD"
"11143","flat","T0000152","MBT","SD"
"11144","flat-z","T0000152","MBT","SD"
"11145","flat","T0000152","MBT","SD"
"11146","flat","T0000152","MBT","SD"
"11147","flat","T0000152","MBT","SD"
"11148","short","T0000152","MBT","SD"
"11149","flat","T0000152","MBT","SD"
"11150","flat","T0000152","MBT","SD"
"11151","flat-mz over flat","T0000152","MBT","SD"
"11152","flat","T0000152","MBT","SD"
"11153","flat-mz","T0000152","MBT","SD"
"11154","flat","T0000152","MBT","SD"
"11155","flat","T0000152","MBT","SD"
"11156","step down","T0000152","MBT","SD"
"11157","flat","T0000152","MBT","SD"
"11158","flat-z","T0000152","MBT","SD"
"11159","step down","T0000152","MBT","SD"
"11160","step down","T0000152","MBT","SD"
"11161","step down","T0000152","MBT","SD"
"11162","complex","T0000152","MBT","SD"
"11163","flat-z","T0000152","MBT","SD"
"11164","flat","T0000152","MBT","SD"
"11165","flat","T0000152","MBT","SD"
"11166","step down","T0000152","MBT","SD"
"11167","upward ramp","T0000152","MBT","SD"
"11168","upward ramp","T0000152","MBT","SD"
"11169","complex","T0000152","MBT","SD"
"11170","short-c","T0000152","MBT","SD"
"11171","step down","T0000152","MBT","SD"
"11172","short","T0000152","MBT","SD"
"11173","flat","T0000152","MBT","SD"
"11174","short","T0000152","MBT","SD"
"11175","flat","T0000152","MBT","SD"
"11176","flat","T0000152","MBT","SD"
"11177","flat","T0000152","MBT","SD"
"11178","flat","T0000152","MBT","SD"
"11179","flat","T0000152","MBT","SD"
"11180","complex","T0000152","MBT","SD"
"11181","flat","T0000152","MBT","SD"
"11182","complex","T0000152","MBT","SD"
"11183","complex","T0000152","MBT","SD"
"11184","flat","T0000152","MBT","SD"
"11185","inverted-u","T0000152","MBT","SD"
"11186","step down","T0000152","MBT","SD"
"11187","inverted-u","T0000152","MBT","SD"
"11188","step down","T0000152","MBT","SD"
"11189","inverted-u","T0000152","MBT","SD"
"11190","inverted-u","T0000152","MBT","SD"
"11191","step down","T0000152","MBT","SD"
"11192","short","T0000152","MBT","SD"
"11193","short","T0000152","MBT","SD"
"11194","step down","T0000152","MBT","SD"
"11195","flat","T0000152","MBT","SD"
"11196","short","T0000152","MBT","SD"
"11197","short","T0000152","MBT","SD"
"11198","inverted-u","T0000152","MBT","SD"
"11199","short","T0000152","MBT","SD"
"11200","step down","T0000152","MBT","SD"
"11201","short","T0000152","MBT","SD"
"11202","flat","T0000152","MBT","SD"
"11203","short","T0000152","MBT","SD"
"11204","flat","T0000152","MBT","SD"
"11205","short","T0000152","MBT","SD"
"11206","flat","T0000152","MBT","SD"
"11207","short-ur","T0000152","MBT","SD"
"11208","short","T0000152","MBT","SD"
"11209","flat und flat","T0000152","MBT","SD"
"11210","flat under flat","T0000152","MBT","SD"
"11211","flat","T0000152","MBT","SD"
"11212","flat-mz","T0000152","MBT","SD"
"11213","multi-step","T0000152","MBT","SD"
"11214","flat","T0000152","MBT","SD"
"11215","flat","T0000152","MBT","SD"
"11216","flat","T0000152","MBT","SD"
"11217","flat-z und short","T0000152","MBT","SD"
"11218","flat","T0000152","MBT","SD"
"11219","flat","T0000152","MBT","SD"
"11220","flat","T0000152","MBT","SD"
"11221","flat","T0000152","MBT","SD"
"11222","flat","T0000152","MBT","SD"
"11223","flat","T0000152","MBT","SD"
"11224","flat","T0000152","MBT","SD"
"11225","flat","T0000152","MBT","SD"
"11226","flat","T0000152","MBT","SD"
"11227","flat","T0000152","MBT","SD"
"11228","short","T0000152","MBT","SD"
"11229","flat","T0000152","MBT","SD"
"11230","flat-mz under complex","T0000152","MBT","SD"
"11231","flat-mz","T0000152","MBT","SD"
"11232","flat-z","T0000152","MBT","SD"
"11233","flat","T0000152","MBT","SD"
"11234","flat-z under flat","T0000152","MBT","SD"
"11235","flat under flat","T0000152","MBT","SD"
"11236","short","T0000152","MBT","SD"
"11237","flat","T0000152","MBT","SD"
"11238","flat","T0000152","MBT","SD"
"11239","flat-z","T0000152","MBT","SD"
"11240","flat-z","T0000152","MBT","SD"
"11241","step up","T0000152","MBT","SD"
"11242","flat","T0000152","MBT","SD"
"11243","flat","T0000152","MBT","SD"
"11244","step up","T0000152","MBT","SD"
"11245","flat","T0000152","MBT","SD"
"11246","flat","T0000152","MBT","SD"
"11247","flat-mz","T0000152","MBT","SD"
"11248","flat","T0000152","MBT","SD"
"11249","flat","T0000152","MBT","SD"
"11250","flat under flat-z","T0000152","MBT","SD"
"11251","flat","T0000152","MBT","SD"
"11252","flat","T0000152","MBT","SD"
"11253","flat","T0000152","MBT","SD"
"11254","flat","T0000152","MBT","SD"
"11255","flat","T0000152","MBT","SD"
"11256","flat","T0000152","MBT","SD"
"11257","flat","T0000152","MBT","SD"
"11258","flat","T0000152","MBT","SD"
"11259","flat","T0000152","MBT","SD"
"11260","step up","T0000152","MBT","SD"
"11261","short","T0000152","MBT","SD"
"11262","flat","T0000152","MBT","SD"
"11263","short","T0000152","MBT","SD"
"11264","flat","T0000152","MBT","SD"
"11265","flat","T0000152","MBT","SD"
"11266","flat","T0000152","MBT","SD"
"11267","flat","T0000152","MBT","SD"
"11268","flat-z","T0000152","MBT","SD"
"11269","step down","T0000152","MBT","SD"
"11270","step down","T0000152","MBT","SD"
"11271","flat","T0000152","MBT","SD"
"11272","short","T0000152","MBT","SD"
"11273","flat-z","T0000152","MBT","SD"
"11274","flat-z","T0000152","MBT","SD"
"11275","flat","T0000152","MBT","SD"
"11276","flat","T0000152","MBT","SD"
"11277","flat","T0000152","MBT","SD"
"11278","flat","T0000152","MBT","SD"
"11279","flat","T0000152","MBT","SD"
"11280","flat","T0000152","MBT","SD"
"11281","flat-z","T0000152","MBT","SD"
"11282","flat","T0000152","MBT","SD"
"11283","short","T0000152","MBT","SD"
"11284","step down","T0000152","MBT","SD"
"11285","short","T0000152","MBT","SD"
"11286","short","T0000152","MBT","SD"
"11287","flat under short-c","T0000152","MBT","SD"
"11288","short-ur","T0000152","MBT","SD"
"11289","flat","T0000152","MBT","SD"
"11290","short","T0000152","MBT","SD"
"11291","flat","T0000152","MBT","SD"
"11292","unclear","T0000152","MBT","SD"
"11293","step down","T0000152","MBT","SD"
"11294","flat","T0000152","MBT","SD"
"11295","step down","T0000152","MBT","SD"
"11296","flat","T0000152","MBT","SD"
"11297","flat","T0000152","MBT","SD"
"11298","flat","T0000152","MBT","SD"
"11299","flat","T0000152","MBT","SD"
"11300","short","T0000152","MBT","SD"
"11301","flat","T0000152","MBT","SD"
"11302","flat","T0000152","MBT","SD"
"11303","flat","T0000152","MBT","SD"
"11304","flat-z","T0000152","MBT","SD"
"11305","unclear","T0000152","MBT","SD"
"11306","flat","T0000152","MBT","SD"
"11307","flat-z","T0000152","MBT","SD"
"11308","short","T0000152","MBT","SD"
"11309","flat-z","T0000152","MBT","SD"
"11310","short","T0000152","MBT","SD"
"11311","flat-z","T0000152","MBT","SD"
"11312","inverted-u","T0000152","MBT","SD"
"11313","flat","T0000152","MBT","SD"
"11314","flat under short","T0000152","MBT","SD"
"11315","flat","T0000152","MBT","SD"
"11316","flat","T0000152","MBT","SD"
"11317","flat","T0000152","MBT","SD"
"11318","flat-z","T0000152","MBT","SD"
"11319","short","T0000152","MBT","SD"
"11320","flat","T0000152","MBT","SD"
"11321","flat-z","T0000152","MBT","SD"
"11322","flat","T0000152","MBT","SD"
"11323","flat-z","T0000152","MBT","SD"
"11324","flat","T0000152","MBT","SD"
"11325","flat","T0000152","MBT","SD"
"11326","step down","T0000152","MBT","SD"
"11327","multi-step","T0000152","MBT","SD"
"11328","flat","T0000152","MBT","SD"
"11329","flat","T0000152","MBT","SD"
"11330","flat-z","T0000152","MBT","SD"
"11331","flat","T0000152","MBT","SD"
"11332","flat-z","T0000152","MBT","SD"
"11333","flat","T0000152","MBT","SD"
"11334","flat","T0000152","MBT","SD"
"11335","flat","T0000152","MBT","SD"
"11336","flat","T0000152","MBT","SD"
"11337","flat","T0000152","MBT","SD"
"11338","flat","T0000152","MBT","SD"
"11339","flat under short","T0000152","MBT","SD"
"11340","flat","T0000152","MBT","SD"
"11341","flat-z","T0000152","MBT","SD"
"11342","flat","T0000152","MBT","SD"
"11343","flat","T0000152","MBT","SD"
"11344","step down","T0000152","MBT","SD"
"11345","flat","T0000152","MBT","SD"
"11346","flat","T0000152","MBT","SD"
"11347","flat","T0000152","MBT","SD"
"11348","inverted-u","T0000152","MBT","SD"
"11349","flat","T0000152","MBT","SD"
"11350","flat","T0000152","MBT","SD"
"11351","flat-z flat complex","T0000152","MBT","SD"
"11352","flat","T0000152","MBT","SD"
"11353","step down","T0000152","MBT","SD"
"11354","step down","T0000152","MBT","SD"
"11355","flat","T0000152","MBT","SD"
"11356","flat","T0000152","MBT","SD"
"11357","flat","T0000152","MBT","SD"
"11358","flat","T0000152","MBT","SD"
"11359","flat","T0000152","MBT","SD"
"11360","flat-mz","T0000152","MBT","SD"
"11361","flat","T0000152","MBT","SD"
"11362","short","T0000152","MBT","SD"
"11363","flat","T0000152","MBT","SD"
