"","unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
"590",590,"T0000088","flat",0.065,130.2958,44400,44400,44900,NA,43900,44900,44900,44900,44900,44900,45400,45400,45400,NA,NA,45400,45800,45800,46300,46300,47300,47300,46800,46800,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,46300,NA,NA,NA,45400,45400,45400,45800,45800,45800,45800,"SD"
"591",591,"T0000088","flat",0.0552,130.541,NA,NA,NA,NA,NA,41500,41000,41000,41000,41000,41000,NA,NA,NA,41500,41900,41900,41900,41900,41900,41900,NA,41900,42400,42400,42900,42900,42900,42900,42900,42900,42900,43400,43400,42900,43400,43900,43900,43900,43900,43900,43900,44400,43900,44400,44400,43900,43900,43900,43900,"SD"
"592",592,"T0000088","flat",0.128,130.7345,43900,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,43900,44400,44400,44900,44900,44900,44900,44900,44900,"SD"
"593",593,"T0000088","flat",0.1623,131.0259,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43400,42900,43400,43400,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,"SD"
"594",594,"T0000088","flatonicx",0.1208,131.3152,42400,42900,42900,43400,43400,43400,43400,43400,43400,42900,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43900,43900,43900,44400,44400,44900,44400,44400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44900,44900,44900,44900,45400,45800,48300,"SD"
"595",595,"T0000088","flat",0.13,131.5722,NA,42900,43400,43400,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,43900,43400,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44400,44400,NA,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,"SD"
"596",596,"T0000088","flat",0.0855,131.8476,42400,42400,42900,42900,42900,43400,44400,43400,43400,43900,43900,43900,43400,43400,43400,43400,43900,43400,43900,43400,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,43900,44900,44900,44900,45800,45800,"SD"
"597",597,"T0000088","flat",0.0716,132.0959,42400,NA,NA,NA,NA,NA,43400,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44900,44400,44900,44900,44900,44900,45800,45800,45800,46300,47800,48300,NA,"SD"
"598",598,"T0000088","flatonicx",0.045,139.0725,49300,50200,50200,50200,50200,50200,50200,50700,50700,50700,51200,51200,51200,51200,51700,51700,51700,51700,51700,52200,51700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52700,52200,52700,52700,52700,52200,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,52200,51700,"SD"
"599",599,"T0000088","flat",0.0824,139.3914,NA,43900,44400,43900,43900,NA,NA,NA,42900,42900,NA,NA,42900,42900,42900,43400,NA,NA,42400,42400,NA,NA,NA,42400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65400,NA,NA,NA,NA,NA,NA,NA,42400,42900,NA,NA,44400,43900,44400,44900,"SD"
"600",600,"T0000088","flat",0.1172,139.7355,45400,44900,45400,NA,NA,45400,44400,44400,44400,44400,44400,43900,43400,44400,43400,43400,43900,NA,43900,43400,43400,42900,43900,NA,NA,NA,43400,43400,43400,43900,43900,43900,44400,43900,44400,44400,44400,44400,44400,44400,44400,44400,44900,45400,45400,45800,46800,47800,48300,49300,"SD"
"601",601,"T0000088","flat",0.1986,139.9992,NA,NA,44400,44400,44400,44400,44400,44400,44400,43900,43400,42900,43400,NA,NA,42900,42900,42400,42400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43400,NA,43400,NA,42900,NA,NA,NA,NA,42900,42400,43400,42900,42400,42400,"SD"
"602",602,"T0000088","flat",0.1295,140.3566,NA,NA,NA,NA,42400,NA,41900,43400,42900,42900,42900,42900,42400,42400,NA,NA,NA,NA,42400,42400,42400,42900,42900,42900,42900,42900,43400,42900,NA,43400,43400,NA,NA,44400,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,45400,NA,"SD"
"603",603,"T0000088","flat-z",0.1075,140.6146,42400,43400,42900,42900,42900,42900,NA,NA,NA,NA,NA,NA,42900,43900,42900,42900,42900,NA,NA,NA,NA,NA,NA,42900,NA,NA,NA,42900,NA,64900,42900,43400,43400,NA,43400,43900,43900,44400,44400,44400,44400,44900,44900,44900,45400,45800,47800,48300,49300,49300,"SD"
"604",604,"T0000088","flat",0.0573,140.9116,NA,42900,NA,43900,42900,42900,43400,43400,43400,42900,43900,43400,43400,42900,43400,43400,42900,42900,42900,NA,NA,NA,NA,64900,NA,43400,43400,43400,43400,43400,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,44900,44900,45400,45400,45400,45800,45800,46300,47800,47300,"SD"
"605",605,"T0000088","flat-mz",0.2206,150.2182,52200,51700,51700,51700,51700,51700,51700,51700,51700,52200,52200,51700,51700,51700,51700,51200,51200,51200,50700,50700,50700,49800,49800,49300,NA,NA,NA,44400,NA,NA,NA,NA,NA,43400,43900,43900,44400,43900,43900,43900,44400,43900,43900,43900,NA,NA,49300,49800,51200,50700,"SD"
"606",606,"T0000088","flat-z",0.1162,150.5899,45400,45400,45400,45800,45800,45400,44900,45400,44400,43900,43900,43900,44400,43900,NA,43400,43900,NA,42900,43400,42900,42900,43400,43400,43900,43900,43900,44400,43900,44400,45400,NA,NA,48800,48800,48800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48800,48800,49300,49800,"SD"
"607",607,"T0000088","flat",0.0921,150.8613,NA,NA,43900,43900,43400,44900,43900,44400,43900,43900,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,44400,43900,44400,43900,43900,43900,43900,44400,43900,44400,44400,43400,NA,NA,NA,42900,NA,NA,43400,43400,43400,NA,NA,NA,43400,44400,43400,66400,NA,43400,"SD"
"608",608,"T0000088","flat",0.0337,164.5393,NA,NA,NA,NA,NA,48800,NA,49800,48800,48800,48800,49300,NA,48800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,NA,NA,NA,NA,NA,NA,NA,"SD"
"609",609,"T0000088","flat",0.0363,174.1752,49300,49300,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,49800,50200,49800,50200,49800,50700,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,49800,49800,49800,49800,NA,NA,NA,NA,NA,NA,NA,49300,NA,49300,49300,NA,49300,NA,"SD"
"610",610,"T0000088","flat",0.1331,174.3754,45800,45400,45400,45800,45800,45800,45800,45400,45400,45400,44900,44400,44400,44400,43900,44400,43900,43400,42900,43400,NA,65400,NA,NA,NA,41900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
"611",611,"T0000088","flat",0.152,174.6887,NA,45400,45400,45400,45400,45400,45400,44900,44900,44900,44400,44400,NA,44400,43400,43900,43400,43400,43400,43400,43900,43900,43400,43400,43900,43900,43900,43900,43900,43900,43400,43400,43900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD"
"612",612,"T0000088","flat",0.0486,190.1557,51700,50700,NA,NA,52200,52200,51700,51700,51700,52200,52200,52200,52700,52700,52700,52200,52700,52200,52700,52700,52200,52200,51700,51700,52700,52200,52200,52200,51700,52200,51700,52200,52200,52200,51700,52200,51700,51700,51700,51700,51700,NA,NA,NA,NA,53200,NA,NA,NA,NA,"SD"
"613",613,"T0000088","flatonicx",0.0706,217.7259,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,"SD"
"614",614,"T0000088","flatonicx",0.0947,218.1012,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50200,50700,50700,50700,51200,51200,"SD"
"615",615,"T0000088","flat-z",0.0665,218.3249,46800,46800,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,47800,47800,48300,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49800,49800,49800,49800,50200,50200,50200,50200,45800,44900,"SD"
"616",616,"T0000088","flat-z",0.0752,218.5123,44400,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,46300,45800,46300,48300,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49800,50200,50200,50200,"SD"
"617",617,"T0000088","flat-z",0.0839,218.7284,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,48800,48800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48800,48800,"SD"
"618",618,"T0000088","flat-mz",0.0727,218.9353,44400,44900,44900,45400,45400,45400,45800,45800,45800,45800,45800,45800,46300,46300,46300,46800,47300,48300,48300,48800,48800,48800,48800,49300,49300,49300,49800,49300,49800,49800,49800,49800,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,46300,50200,50200,50200,50200,50200,50200,45400,"SD"
"619",619,"T0000088","flat-z",0.0512,219.1636,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45800,45800,45800,45800,46300,48300,47800,48300,48300,48300,48800,48800,48800,49300,49300,49300,49800,49800,49800,50200,50200,50700,51200,51200,51200,51200,51200,"SD"
"620",620,"T0000088","flat",0.0414,219.3868,NA,43400,43400,43900,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,46300,46300,46800,"SD"
"621",621,"T0000088","flat-z",0.0281,219.6096,43400,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44900,44900,45400,44900,45400,45400,45400,45800,45800,45800,45800,45800,45800,46300,46300,46300,46800,46300,47300,47800,48800,48800,49300,49300,49300,49800,49800,49800,49800,49800,"SD"
"622",622,"T0000088","flat",0.0317,220.8025,45800,45800,45400,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46800,46800,"SD"
"623",623,"T0000088","flatonicx",0.066,266.5994,NA,NA,NA,48800,48800,NA,48800,NA,48800,48800,48800,49800,49800,49800,49800,49300,49800,49300,NA,50700,50700,50700,51200,51200,51200,51200,51700,52200,51700,52200,52200,52200,52700,52700,52700,52700,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,54100,54100,54100,54100,"SD"
"624",624,"T0000088","flat",0.0133,269.9683,NA,NA,NA,NA,52200,52200,51200,51200,NA,NA,NA,NA,NA,NA,52700,52700,52700,51700,51700,52700,52700,52200,52200,52200,52200,52200,52200,52700,52700,52200,52200,52200,52200,NA,NA,NA,NA,NA,53200,53200,53200,53200,52700,52700,52700,52700,52700,52700,52700,52700,"SD"
"625",625,"T0000088","flat",0.0317,270.6565,47800,48800,47800,48300,47800,48800,47800,48800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,NA,48800,49300,49300,48800,48800,NA,49800,48800,48800,48800,"SD"
"626",626,"T0000088","flat",0.108,292.2122,55600,56100,55600,55100,55100,54600,54600,54600,54600,54600,54600,54600,55100,55100,55100,56100,56100,56100,56600,56600,57100,57100,57600,57600,58100,58500,58500,59000,59500,59500,59500,59500,60000,60000,60000,60500,60000,60500,60500,60500,60500,60000,60000,60000,60000,59500,59500,59000,58500,58500,"SD"
"627",627,"T0000088","flat",0.11,292.5654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49300,48300,47800,47800,47800,47800,47800,47800,48300,47800,48300,48300,48800,48800,48800,48800,48800,48800,48800,48800,49300,49300,49300,49800,50200,50200,50700,51200,52200,52700,53700,54600,55100,"SD"
"628",628,"T0000092","flat",0.0276,62.7875,44900,44900,44900,44900,44400,44400,44400,NA,NA,NA,44900,45400,43900,NA,NA,43900,NA,64900,43900,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43400,42900,43400,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
"629",629,"T0000092","flat",0.0312,68.9551,NA,NA,NA,NA,NA,48800,48800,48800,48800,48800,49300,48300,48300,48300,47800,48300,48300,NA,47300,48300,47300,46800,46800,46800,46300,46300,46300,46300,46300,45800,45800,45400,45400,46300,NA,NA,NA,NA,NA,NA,45400,44900,45800,44900,NA,NA,NA,NA,44900,NA,"WK"
"630",630,"T0000092","flat",0.0189,87.3021,NA,NA,NA,45400,45800,45800,45400,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,NA,NA,NA,NA,NA,43400,NA,"WK"
"631",631,"T0000092","flat",0.0194,91.6331,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,43900,43900,44400,43400,44400,44400,43400,43400,NA,NA,"WK"
"632",632,"T0000092","flat",0.0491,91.9439,NA,NA,NA,51700,52200,52700,52700,52200,52200,52200,52200,52200,52200,52200,52200,52700,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,51200,50700,50700,50700,50700,50200,50200,50200,49800,49800,49300,NA,"WK"
"633",633,"T0000092","flat-z",0.067,92.3002,NA,51200,50700,50700,51700,50700,NA,NA,51200,51200,51200,51200,51200,51200,NA,51700,51200,50700,50700,50700,50700,50200,50200,49800,49800,49800,49800,48800,45800,46300,45800,45400,45400,45400,44900,44400,44900,44400,44400,43900,43900,43900,43900,NA,NA,NA,NA,42900,NA,43400,"WK"
"634",634,"T0000092","flat",0.023,92.6059,44400,44400,44900,NA,44900,44400,44400,44400,44400,44400,44400,44400,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,42900,42900,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
"635",635,"T0000092","flat-z",0.0558,94.5044,51700,51200,50700,51200,51200,51200,51200,51700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,49800,NA,NA,NA,NA,45800,45800,45800,45800,45400,45400,44900,44400,44400,44900,44400,44400,44400,44900,43900,"WK"
"636",636,"T0000092","flat",0.0481,104.8734,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44400,44400,NA,43900,43900,NA,43900,43900,44400,43900,43900,43400,43400,NA,NA,"WK"
"637",637,"T0000092","flat",0.0184,105.1878,52700,52700,NA,52700,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,52700,52700,52700,52200,52700,52200,52200,52700,53200,53200,"WK"
"638",638,"T0000092","flat-z",0.0727,105.4351,NA,NA,50200,51200,52200,51200,51200,51700,51200,51200,51700,51200,51700,51700,51700,51200,50700,51200,50700,50700,50700,50700,50700,50700,50200,NA,50200,50200,50200,50200,49800,49800,49800,49300,48800,46800,46300,46300,46300,45400,45800,45400,45400,45400,44900,NA,44400,43900,NA,NA,"WK"
"639",639,"T0000092","flat",0.1116,105.7029,NA,NA,45400,45800,NA,NA,NA,NA,NA,NA,NA,45400,45400,45800,45400,45400,44900,44900,44900,45400,44900,44900,44900,45400,45400,44900,45400,44900,44900,44900,45400,45400,45400,45400,45400,44900,45400,NA,44900,45400,NA,45400,45800,NA,45400,NA,45400,45400,NA,NA,"WK"
"640",640,"T0000092","flat-z",0.1152,105.9932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51700,51700,NA,NA,50200,NA,45800,NA,44400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,NA,44400,NA,44400,44400,44400,44400,44400,44900,44900,NA,45800,65400,NA,NA,"WK"
"641",641,"T0000092","flat-z",0.0619,106.2927,52200,52200,52200,52700,53200,53200,53200,53200,53200,53200,53200,53700,53700,53200,53200,53200,53200,53200,53200,53200,52700,52700,52700,52700,52200,52700,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,50700,50700,50700,50700,45800,45800,45400,45400,44900,"WK"
"642",642,"T0000092","flat-z",0.0906,106.562,52700,52700,53200,53200,53700,53700,53700,53700,53700,53700,53700,53200,53200,53200,52700,52700,52700,52700,52700,52700,52200,52200,52200,51700,51700,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,50200,NA,NA,45400,44900,44900,44900,44900,"WK"
"643",643,"T0000092","flat-z",0.1024,106.8794,48800,48300,48800,48800,48800,48800,48800,48800,48800,48800,48300,47800,46800,46300,46300,45800,45800,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44400,44900,44400,44400,43900,NA,NA,NA,NA,NA,NA,42900,NA,42900,42900,43900,42900,42900,42900,42900,NA,"WK"
"644",644,"T0000092","flat-mz",0.0803,107.1994,46800,46800,49800,49800,50200,50700,50700,50700,NA,NA,51200,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,51200,51200,51200,50200,50700,50700,50200,49800,49300,45800,45800,45400,45400,44900,44900,44900,44900,44400,44400,43400,44400,43400,43400,43400,"WK"
"645",645,"T0000092","flat-z",0.1623,107.479,49800,50700,50700,51200,51200,51200,51200,50700,50700,50700,50700,50700,50200,50200,50200,50200,49800,49800,49300,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,NA,45400,45400,45400,45400,45400,45400,45400,45400,45400,44400,44400,NA,NA,NA,NA,NA,NA,NA,45400,44900,"WK"
"646",646,"T0000092","flat-mz",0.1075,107.7913,NA,44400,45400,45800,46300,46800,47300,48800,49800,49800,49800,49800,49800,49800,49800,49300,49300,49300,46800,46300,46300,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45800,45800,45400,45400,45400,45400,45400,NA,44400,NA,NA,NA,NA,NA,NA,NA,NA,43900,43900,"WK"
"647",647,"T0000092","flat-z",0.0317,108.0714,50700,50700,51200,51700,51700,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51200,51200,50700,50200,50700,NA,47800,47300,47300,47300,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,45800,"WK"
